dates,details,scores,reviews
 4/3/2023 , Tom |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Why are there no reviews in 2 years?  I'm thinking about taking this but not sure.  the reviews are positive but the lack of any recent ones scares me a bit.
"
 2/5/2023 , Bee |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 1.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I read up on this after I got 6.5% on an a1c test so I started this at lower dose (250mg 1x at lunch). Immediately I noticed some mild constipation but didn't think much of it. So I increased the dose. I tell you, I didn't even get this constipated when I was pregnant. This was AWFUL and I tried everything to relieve it and it took forever to recover. I tried a few other times to start it and had the exact same experience. It sounds like it's worth a shot but if you have trouble with constipatio,n, I would give it a miss. I was really disappointed because reviews were so good. (Also I was able to get my a1c down with diet and treatment for my anemia, so I didn't need it anyhow.)"
 2/2/2023 , Jim |  Age: 55-64 |   On supplement for 1 to less than 2 years |   ," Condition: High cholesterol , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Best result on HDL in the last 20 years. Lowered LDL too. Total Cholesterol went from 251 to 213.
 10/29/2022 ,  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I started taking Berberine in June. My A1c is 5.7 and as of today’s date 10/28/2022 I’ve lost 28 lbs
 8/22/2022 , L F |  Age: 75 or over |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Berberine has helped my metabolic syndrome. In six weeks taking berberine twice a day my fasting blood sugar went from 5.9 to 5.3. My a1c went from 6.4 to 6.0 and I lost 7 pounds in weight. There was also a significant decrease in my triglycerides. My doctor is extatic with my results. My only question is how long should I continue with this product. L F
"
 6/23/2022 ,  Age: 75 or over |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Life threatening.  Recommended by COMPOUND. CARE PHARMACY LOUISVILLE KY.  BY JULIE.  DR. RECOMMENDED  
 6/20/2022 ,  Age: 25-34 |   On supplement for 1 to 6 months |   ," Condition: Polycystic ovary syndrome (PCOS) , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Hello, Im a 27 yr old woman and I have been using 1,500mg of GNC Berberine 1 tablet every day in AM after meals for 3 months already. After 21 days I got my period and usually it takes 33 days to come so I was absolutely surprised. I had moderate acne and now its been cleared for about 90% of it! I even had black heads permanently on my nose and now they're gone. Right now im completing my third month and my hirsutism is starting to get better. Im beginning to have some small spots without hair ,in my thighs. Also, some of my unwanted hair is thinning a little on my chin. I hope my hirsutism will continue to get better with time. I also feel less hungry during the day after taking berberine.

 I think its doing an amazing job so far! I have also lost 1lb per month without doing any major changes on my diet/exercise. I had already been on a diet with the help of a professional nutritionist but I had stopped loosing weight even with a healthy diet and exercise. Im happy Im starting to lose weight again. Right now im in 133lbs and I should be in 122lbs. (Height: 4 11'). When they diagnosed me with PCOS (10yrs ago) I weighted 144lbs and used Metrformin and birth control pills for over 8 years. It did helped me to go down like 10 lbs and with the acne.  I decided to stop all PCOS medications when the pandemic started and tried to go med-free. I went up like 10lbs in a year and a half. Lost 4 lbs with diet and exercise alone and then got stuck. So this past April my nutritionist recommended me this supplement and so far I feel its making the job of the birth pill plus the Metformin combined only in one supplement. 

The cons:
The first month of taking it I got a little tummy ache and bloating that got much better with time. I wouldnt recommend drinking alcohol and taking Berberine right afterwards b/c once I did it after breakfast and mimosas and my tummy got really upset. Also, I wouldnt recommend taking Berberine with coffe b/c of the same reason. Either you take Berberine 1-2hours before or 1-2 hours after coffe / alcoholic beverages and everything will be fine.

I hope my reviews can reach many other girls who have been suffering with PCOS help alleviate their symptoms. Super recommended. The brand I use is Dr Whitaker Berberine 1500mg from GNC. "
 5/19/2022 , kathy |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","For diabetes, it is helping me keep my blood sugar levels under 100 in the mornings and most times during the day. Note they forced me to choose a brand but my brand is not listed there"
 5/8/2022 , JB |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 2.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I started taking Naomi Berberine (500 mg) once per day to help with cholesterol and weight issues.  I had to stop taking it after just over a month because all I ended up with was weight GAIN (at least 10 pounds, despite doing the same HIIT and Tabata exercises every week and with no dietary changes), digestive problems, and terrible fatigue.  It also did not seem to help with cholesterol.  A little research revealed that Berberine may affect mitochondria, ATP, and energy.  Since these are also ,implicated in metabolism and given the poor outcome I experienced, it stands to reason that this stuff may be harmful and debilitating to some folks (like me).  After getting more and more exhausted with low energy and dragging to the point that I could barely function, I quit taking it.  Hopefully these ill effects resolve very soon.  "
 5/5/2022 , Esims55 |  Age: 55-64 |     ," Condition: Cardiovascular disease (CVD) , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",My hair started falling out! Anyone else have this side effect?
 3/4/2022 ,  Age: 65-74 |     ," Condition: Obesity , Overall rating 2.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Took 500mg twice a day. The second night I could not sleep and my heart was pounding so hard I thought I was taking a heart attack.I didn't know if I was going to make it through til morning. Stop taking it and this went away. Brand was RENEW.
 2/20/2022 , Rahul |  Age: 25-34 |     ," Condition: Other , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Berberine Supplement Has been very usefull for me, Try Sugar Knocker Berberine Supplement"
 2/1/2022 , Berberine 1500M |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Had a physical and everything was fine except for a diabetes diagnosis. A1C was 12.6 and sugar level was over 400, not good. I was put on Metforman (2) 500MG tablets per day but i also started taking clinical grade Berberine (3) 500mg capsules per day at each meal. Has been 3 months so just got my first A1C test since. My DR sent me an congratulations email once the results came in  with my A1C @ 6.6 and my blood sugar pretty close to normal. I actually go in for a in person visit tomorrow and s,ee what he recommends now. With my blood sugar as high as it was in the beginning averaged in and having a 3 month average of 6.6 I would think my blood sugar on next A1C will be in the 5.6 and under range ... we'll see. I am happy with my progress! I bought the Berberine at my local GNC to be sure it was excellent quality."
 1/18/2022 , Jann |  Age: 65-74 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I found out I was type-2 diabetic in August of 2018 with an A1-C of 8.7.  Dr. immediately put me on 500mg of Metformin, 2× per day.  At 150lbs.(normal weight is 130lbs.) and 65yrs. young, I immediately began losing weight. By December, I was down to 116lbs., which I hadn't seen since the early 70's.
Metformin took my appetite away and changed the way a lot of foods tasted, which I also think had a lot to do with the weight loss...hell, I was hardly eating!!  Pizza was just one of the many things, I couldn't eat anymore...it just didn't taste good.  And it took a while to get my taste buds back.  Just started eating pizza again about 5-6 mo. ago.  But my A1-c went down to 7.5 and by March 2019 the Metformin was D/C (Dr. was concerned I was losing too much weight).  Was already taking Omega Q Plus with Resveratrol & Turmeric and wanted to try Berberine GlucoGOLD.  Didn't want to take a chance on my blood sugar levels going back up and possibly ending up on insulin.  Had previously talked my Dr. about taking Berberine along with Metformin.  He had read positive results about using Berberine and said I could take them together and agreed I should try it.  And since he hadn't prescribed another medication after taking me off of Metformin, I ordered a bottle and have been taking it almost a year now.  Blood sugar levels have been staying within normal range...last A1-c was 5.9.  AND I started using natural (unrefined) sugar again in September.  But don't use anywhere near as much as I did before being diagnosed.  I think using Splenda and Stevia changed my level of sweetness.  In the beginning of my diagnosis, I was using Stevia but it got to be quite expensive and the taste is VERY different.  It's sweet..but not like sugar and is truly an acquired taste. So I switched to Splenda because it's sweet like sugar!  Started having loose stools, bloating, diarrhea and sometimes cramping stomach aches.  Stopped using it and the issues went away. That was the end of Splenda.  My levels continue to be good even though I'm using sugar.  And I believe Berberine is the reason because I'm taking absolutely nothing else for diabetes.   


"
 12/30/2021 , bmg |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Type 2 Diabetes; tried trulicity which made me very very sick and my hair fell out;  read about Berberine $500 mg twice a day; started in October; with diet and exercise and combined with Metformin; good results; feel great Glucose dropping to almost normal.. the key is to follow a good diet; and I should have a lower A1C next month; when I test it is definitely lower.. you  have to stay away from carbs.. brown bread if you want to have a little; and only 1 slice a day at most.. you get used to ,it. "
 12/21/2021 , Kevin |  Age: 55-64 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Lowered my A1c from 8.6 to 5.1 in 6 months.
 12/12/2021 ,  Age: 55-64 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","The drop down screen were unmanageable for me, I'm not diabetic, only pre-diabetic.  I use to assist with lowering blood sugars, but more importantly, this as an ANTI-VIRAL, It keeps my RECURRING Epstein Barr virus (was diagnosed with ""Chronic Fatigue"") from recurring.  Aside from my personal experience a research done in Poland (see NIH) states alkoloid prevents viruses from replicating. Do the research.  Also, I did not contract the ""common cold"" which my husband had (he doesn't believe in sup,plements).
"
 11/11/2021 , BERBERI  |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Congestive heart failure (CHF) , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I started taking this supplement one month ago my triglycerides 291 today 147!  Unbelievable if you can tolerate side effects go for it 
 9/26/2021 , Andy |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 2.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I was taking 500mg for the first 3 days, the 4th day I stopped because My blood pressure got a little higher, my blood sugar also increased,  kidneys and belly felt bloated, urine changed color it was more heavy, passing gas increased, going to the toilet less, weight increased 1lb.   The positive benefits, I was less hungry, more mental clarity, better vision, sweet mouth sensation, more libido and more blood flow, better sex drive.  "
 9/1/2021 , cpaul |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","My condition is hIgh cholesterol (234) and high LDL (151). I have been taking red rice yeast and niacin for a few years.  In April 2021 Dr suggested I try berberine (500-2x per day). I went back for labs in June 2021 Dr and I were both very pleased with results.  Total Cholesterol is 151 and LDL is 82.  My weight is the same, I eat the same way as in April- mostly veg and protein - very low carb. and my excerize is the same.  I have no other medical conditions. "
 8/13/2021 , Jharding |  Age: 35-44 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have been taking 1200mg daily in 2x600mg doses for over a year for diabetes. My doctor put me on 1000 of metformin ER twice daily and after the first year my A1C went from 8.4 to 7.6. After adding the Berberine myself my A1C went from 7.6 to 5.6 the second year, low enough the doctor cut my metformin in half. Additionally my cholesterol went from 165 to 105 and my triglycerides from 311 to 88. I will note that this change also included dietary lifestyle adjustments and weight loss, not just me,dication and berberine.  My only concern with it long term are possible effects on the liver so I am keeping an eye on that."
 5/15/2021 , UK viewer |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I started taking Berberine in Feb 21 when my blood sugars went out of control and found I could not get a diabetes appointment.  My glucose levels have come down from 12.7 to 7.7 mmol/l. (UK). I think this is 229 to 139mg/dl (US)  I still have a way to go, but I am pleased. My glucose levels are now stabilising.  I take 500mg 3 times a day. I am on Novomix 30 insulin 10 units twice a day and Fargixa once a day plus other medications for blood pressure.  I have had no side effects. "
 4/2/2021 , Nomorediabetesdan |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Basically it does exactly what metformin does only without the side effects. Also has further benefits metformin doesn't. Big pharma does not want you knowing this. Non for profit medical system countrues regularly prescribe berbebrine not metformin etc. 
 1/28/2021 ,  Gepe53 |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 2.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Berberine and other natural herbs did NOTHING to lower my blood sugar, all the stuff did was make me VERY SICK!! Like go to the ER and have pancreatitis!!  I thought I was going to die! Be careful what you take."
 10/2/2020 , Lisa Johnson |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Berberine with cinnamon has helped with morning glucose numbers. Was wondering if safe long term
 6/12/2020 , yelskin263 |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 2.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",This is just a natural form of the drug Metformin. It has the same effectiveness as Metaformin. Used Berberine brom Dr Whitaker's site.
 2/17/2020 , kbrake12 |  Age: 25-34 |   On supplement for less than 1 month |   ," Condition: Weight loss , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I will start with saying im very new to this - only taken about 4 days. The first dat i took it, was after i drank a large banana smoothie and about 30m later i puked. I dont know if it was the berberine but suspect it was. The next time i took it was in the morning and it literally took away ALL of my hunger! I only ate in the evening because i felt i needed to feed myself. I took it again in the evening and it did effect my sleep as in I could not fall asleep - even after taking a benadryl and, a melatonin. I will continue using this in the AM to lose weight."
 10/12/2019 , Gary712 |  Age: 65-74 |   On supplement for 5 to less than 10 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have used Berberine, and Berberine   GlucoGold for six years, I saw the results immediately lowering my A1C to 8.1. I take it three times a day, with meals. I was taking 70 units of Lantis glargine (insulin) twice a day, up until two weeks ago when I stopped. because it brought about low blood sugar. I saw my A1C drop to 6.1 in April 2019. about three weeks ago I purchased the FreeStyle Libre 14 day constant monitoring system by Abbot, I had a hard time getting the RX from my doctor, but she f,inally relented. One needs this device if they are serious about getting rid of diabetes 2, you know what your blood sugar is constantly, by checking by level. You know what foods to stay away from. According to my graph, and my blood sugar readings, my A1C should be about 5.1. I will keep taking Berberine for awhile, however, I feel that my system is pancreas is being healed.One really needs the Abbott Freestyle system if one is serious about treating diabetes 2. "
 9/19/2019 , zoomlady |  Age: 25-34 |   On supplement for 1 to 6 months |   ," Condition: Polycystic ovary syndrome (PCOS) , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I am 33 and have PCOS. I have been trying to get pregnant for almost 4 years. After several years of infertility treatments, in March I just stopped. I was emotional on all levels and just needed a break from all the meds. I did not have a period for 5 months (and I know I should have not waited this long) but I then did some reading to better understand PCOS and how it effects me. I ordered Berberine on amazon to try. Within 7 days of taking it, I got my period on my own. After looking further ,into it, its not good to keep taking if you are trying to conceive, so I discontinued it for now. I switched to Inositol after reading that is also effective. "
 9/13/2019 , DeniRN |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I am pre-diabetic and have fatty liver disease and started taking Berberine to avoid using Metformin.Right now I am only taking 500mg once a day for about 3 months. I haven't rechecked my Hgb A1C because I lost my insurance, however I have also lost at least 10 pounds without exercise or diet and most noticeably in my abdomen. The only thing I am doing differently is that I cut the sugar down in my coffee but added coconut oil (more cal. than sugar) cinnamon, and turmeric. I had the opportunity ,to check my BG one day a couple hours after lunch and after eating a small candy bar and it was 102. Most of my BGs have been 150s-170s. I need to add at least one more daily dose but I am not a good pill taker and am doing well to take once a day. I can't wait to get my bloodwork done again, though, to see how my cholesterol and A1C are. "
 8/12/2019 , paliku7427 |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","1 Month ago I was on 1000mg Metformin and 40mg slow release Glipizide.  I have fatty liver.  I think I have metabolic syndrome.  I have had type 2 diabetes for about 13 years.  I am 49 years old.  My A1C was 10.4 15 months ago. I tried to diet and moderately increase exercise.  Only got A1C to 9.4. I was told I had to go on insulin if not reversed.  My research introduced me to Chinese source for herbs. I read about berberine. I found out our NIH has done research as well as other countries.  Al,l positive. Rare. My GP does not support. I take 500mg 2 times a day of Berberine abd Turmeric supplement. In 1 month my A1C dropped to 8.4. I had to cut my prescription meds 50% (due to low blood sugar episodes).  I am slimming down. I have more energy to exercise. I feel like I have more hope and incentive to improve diet. Less animal fats for me helps - but is very hard to do.  Hopefully the berberine can keep working with my body to help my pancrease heal. I have reversed direction of my diabetes. to me a miracle."
