dates,details,scores,reviews
 3/21/2019 , Mark |  Age: 25-34 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I've had a wound in my butt for more than 4 years that didn't heal. I've tried everything that my doctor prescribed - more than 3 different cremes and I even went to a skindoctor specialist where I got some Bucky-rays and other creme. Nothing helped me. I was bleeding everytime I went to the toilet and my skin was itching.I read an article about d vitamin and castor oil (a natural oil) on castorolie.dk. They also wrote about manuka honey among others for conditions like acne and cold sore. I tri,ed this oil twice a day and vitamin d (3000IU) for 3 weeks and it healed my wound. It really did help. I still have some itching once in a while though but my skin is looking good and healthy without any dry skin, scars or open wounds. I recommend for wound healing."
 3/10/2019 ,  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 2.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I just found out that my Vitamin D is 16 nmol or 6.4 ng which obviously very low!    My Dr. wanted me to start on 2,000 iu's of Vit. D3!  I was feeling a little nauseated but didn't associate it with anything!    I researched on The Vitamin D Society that they recommend 5,000 to 7,000 iu's daily for low Vit. D!    I decided to try 5,000 iu's but in the evening I had pretty bad vomiting!  The vomiting stopped when I stopped the Vit. D3!    I'm trying to get some sun but that's almost impossible t,he past 6 months in Southern Ontario, Canada!    Anyone else have same problem!  Will be seeing Dr. in 2 weeks!  Are Vit. D injections a good idea!?  Have to do something, can't live like this any longer!    Help!!"
 1/4/2019 , Dave |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Vitamin D level was at 7.6 which is way too low. Prescribed 50000 units weekly plus 4000 supplement the other 6 days. After 3 months, level is still low at 16.9. I am continuing the 50000 for another 3 months with 6000 daily on the other 6 days. Hopefully it will improve then. I have had to increase my insulin dosage slightly since beginning treatment. Not happy about that."
 7/1/2018 , Tonia |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post"," I too was very concerned when I saw the dosage of vitamin D 50,000. My level was at a 16. I am 2 months into my weekly pill and feel great. My energy level goes up every time I take it and I haven't felt joint and lower back pain the whole time. After reading what D deficiency could cause it's definitely worth doing. I didn't have any side effects whatsoever but I did take it with food.  I also took a multivitamin a couple hours later after reading about your calcium and magnesium levels I need, to be in range with D. My thyroid is out of whack which after reading they can go hand-in-hand so I'm hoping my blood work will show that's improved as well. Everybody's body reacts differently but I recommend taking it as soon as you can it's done wonders for me."
 6/27/2018 , jj |  Age: 75 or over |   On supplement for 1 to less than 2 years |   ," Condition:  , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 1/2/2018 , Alex |  Age: 19-24 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I started with 2,000IU a day and wasn't making a difference so I went up to 5,000IU and it started to help."
 12/2/2017 ,  Age: 75 or over |   On supplement for 1 to 6 months |   ," Condition: Bone loss , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 11/5/2017 , Anna |  Age: 65-74 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Vitamin D in Nature's Way or Now Foods - they have no coloring. Best to take 5,000 - 10,000 daily as smaller doses are ineffective."
 9/1/2017 ,  Age: 45-54 |     ," Condition: Other , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I need to have a vitamin D supplement without any kind of coloring in it  can you help me with finding one? 
 7/5/2017 ,  Age: 75 or over |   On supplement for 5 to less than 10 years |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Take 2000 units daily
 7/3/2017 , yramesor |  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",topped up by being in the sun when I could.  
 3/26/2017 , kljonestx |  Age: 55-64 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","At the beginning of taking Vit D3 for low levels after bloodwork, I felt better. I started on 2,000 iu daily. Went back for more blood work one month later and the level was still low. Doc told me to increase to 5,000 iu daily. The bloodwork and prescribing took place a year ago (3/2016). I have been on it since then. Lately, I feel dreadful. Fatigue, brain fog, general malaise, aching all over, lack of appetite, sleep issues. Lately, I get moderately nauseated once a day. I have researched, and, I am concerned I have too much Vit D in my system.  Also, perhaps it has caused other Vit/Mins to decrease. I will not take it tonight and call my Doc tomorrow. Just wondered if anyone has felt these things with too much Vit D. After researching I think 5,000iu a day for a year was way too much. "
 1/8/2017 , Me |  Age: 65-74 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have hyper thyroid ,my doctor suggest she had found that her patients with this condition were low in Vit D. I live in CA and spend lots of time outdoors so was surprised that I had a reading of 19. When 30 is the low marker(100 is high).  I started to take 4000  ( not super consistently) and after 2 years at 40. Feel so much better and have not any side effects or illnesses like colds or flu. Get the blood test it is worth it "
 12/15/2016 , Ava |  Age: 35-44 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post", I went to the doctor for my normal check up I told her that felt like my bones hurt all the time and that I was have muscle spams.  She ran my blood work. Everything came back normal except for vitamin D levels. My number was 7 she told me that was way to low. I now take VIT D2 50000 once a week for 8 weeks.  I have to say I feel better like my old self.  I will continue with the treatment.  I was fearful of side effects but I have not had any thank God.    
 9/2/2016 , jesuis |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","This is the fourth time in several years that I have been prescribed 50,000 i.u. of Vitamin D to take twice a week (currently my level is 22) by three different doctors.  Every time I've tried it, I have great difficulty sleeping and have had the same or more pain.  This time, after the first pill, I felt very shaky and my legs felt weak.  After the second pill, insomnia with anxiety returns.  I can't stand it.  My rheumatologist tells me that he has never heard of these side effects.  This boar,d helped me feel that it's not in my head.  I will not keep taking these high doses and will take over the counter supplements of 5,000 i.u. daily, which has not bothered me in the past, though my level remains low.  But I have to wonder if this supplement is even warranted.  My levels remain low, along with a huge population of low-vitamin-D patients.  I eat plenty of foods that are high in vitamin D and try to get brief sun exposure as much as I can."
 9/2/2016 , iron magpie |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 7/22/2016 , TRUE |  Age: 45-54 |     ," Condition: Other , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Was on 15,000 IUs for 8 months, once a week. Began experiencing issues with memory, fatigue, lethargy, anxiety. Suffer from anxiety already, depression, hypothyroidism and family history of Alzheimer. Was concerned stopped the treatment myself and have restored my memory and reduced anxiety. "
 7/16/2016 , Osteocaps D3 2 daily 1000 unit |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Thought processes clearer,depression diminished,less aching joints,more energy."
 6/3/2016 , lilith60 |  Age: 55-64 |     ," Condition: Rickets , Overall rating 3.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Just started treatment, have not noticed any response at this point yet. On mega doses dues to extremely low levels , lack of sunshine and dietary intake d/t gastric bypass. I received mega dosages every Tuesday."
 5/31/2016 , samarthmathur |  Age: 19-24 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","You ask me why vitamin D is important and I would say that my kids have suffered simply because I ignored the need for vitamin D. Donâ??t let this happen to you and your loved ones. With Vitamin D guru, you can source all the vitamin D supplements at one place. All genuine quality so you are sure that what you are eating is actually right. "
 5/15/2016 , amkami |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","After 2 days of taking 1000 IU each day I awoke in the night with an excruciating CHARLIE-HORSE in my right calf.  Ceased taking 'em thereafter, and have had NO such further issue.  TO ""50-Something DRY FEMALE"":  For DRY EYE SYNDROME take 1 mg / Day FOLIC ACID; best results by Prescription.  (PS: Good for ALL mucus membranes...hint, hint, wink, wink!!).  For Others' take on this, see commentaries on Folic Acid in this website."
 5/7/2016 , Mimi |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Bone loss , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I started taking Vitamin D3 5000 units (2) in the am. I really felt much better. I am concerned about bone loss with age.
 4/16/2016 ,  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","After recent blood workup, physician prescribed 50,000 units, one a week for 6 weeks and once a month for 5 months, then retest of blood levels. After initial dose I am experiencing one swollen eyelid and itchy skin on thighs. I am drinking plenty of water to detox this from my body. Is there anything else I can do to get back to being normal?"
 3/20/2016 , shari |  Age: 65-74 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have multiple systemic, genetic and acquired conditions causing ligament and muscle pain and now also intermittent bone pain. I have not found any pharmaceuticals that help much with the systemic inflammatory pain I experience if  I ingest a food or substance (like maltodextrin)  that triggers an inflammatory response.  Also  none of the prescription or over-the-counter pain  meds I have tried have helped with the bone pain.  I found out that I had become calcium-depleted from heavy-metal pois,oning from a medical implant.  The intense bone pain has consistently responded to Calcium Supplementation which I take along with Magnesium and now Vitamin D.  These 3 working together have helped decrease the widespread muscle pain I experience part of every day. After  years of depletion and mineral imbalances because   to the level levels of metal in my body, it is a  daily process to keep the muscle pain away or at least at much lower levels.  I no longer experience the bone pain at all unless I forget  to take these supplements for a few days. The  muscle pain is much trickier to control but I know  from experience that for me dietary restrictions,  Calcium/Magnesium in equal amounts and Vitamin D  especially when I can't get out in the sunshine are essential in controlling the recurring widespread muscle pain/spasms.  Reading others negative experiences with Vitamin D, I know first hand sensitivity response  reactions to foods, medicines, and additives that  others handle well.  But also I notice and have  experienced myself that doctors often prescribe  very large doses for all their patients without  starting them out at a lower dose (which may even  be equally effective) to try to minimize any sensitivity reactions or adverse side effects.  After 6 months on a certain medicine, I asked my doctor if she would increase my dose a little bit.  She ""tripled"" my dosage abruptly without ""titrating"" it upward slowly as recommended. 50,000 IU sounds like a lot             "
 2/22/2016 , Terri |  Age: 35-44 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Vit. D was prescribed the 50,000 VD3 IU weekly for 4 weeks. After 1st dose, a few days in, felt horrible, almost a viral feeling. After 2nd dose, felt side effects, headache, muscle aches and spasms, jittery,dizzy, weak and tired. I called my Doctor who said, suffer through, then take 1,000 IU/daily. If I still feel the same, call him right away. I did some research as I didn't want to suffer like I had the 1st week. So I have been taking 500 mg/day of Magnesium during the past week. Although I ,still feel dizzy, weak a bit, Not as bad and is tolerable. I take IB's to help with body aches and headache. So, wait and see."
 11/18/2015 ,    On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I take methotrxate/chemo to help my RA.taking Vit.D really helps my immune system.
 9/30/2015 ,  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","My vitamin D was a 4 three months ago. Recently had another blood test and I am at 28. I have been on 50000 vitamin D capsules weekly and I have to continue for three more months, then 2000 daily. I also take 1000 calcium daily.  Originally went to Dr. Because of muscle aches and weakness. I was feeling exhausted and very moody. Unfortunately the pain is still there and the Dr. Said it could take up to a year before I feel good again."
 9/21/2015 ,  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Vitamin D level was 4, twelve weeks ago. Just had  another blood test and level went to 28.  I am taking 50000 IU once a week. I have to continue for next 12 weeks, then 2000 daily. I had daily aches and pain in my joints, and that hasn't changed. I am hoping it will get better, doctor said it could take up to one year to feel better."
 9/20/2015 , rose lanclos |    On supplement for less than 1 month |   ," Condition: Osteoporosis , Overall rating 2.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",vitamin   is doing  good for me
 9/19/2015 , Racedad |  Age: 55-64 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I take 12000iu a day and have no problems but I also take a vit. K2. Something to think about. 
 8/7/2015 ,  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Vaginal atrophy , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I was prescribed vagifem by my gyno when I presented with vaginal atrophy due to menopause. Intercourse was painful and I was fighting off vaginal bacterial infections. The vagifem helped considerably, but I was still symptomatic and sex was 'better' but there was still discomfort. I read studies about the positive impact of vitamin D on vaginal atrophy and started taking making doses of D3. Within 2 weeks I was able to lubricate and experience complete ease and pleasure with intercourse. Note- ,this was after my giving vagifem a shot for over a 10 week course. "
 7/29/2015 , John  |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 7/25/2015 , missmarigold |  Age: 55-64 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",My Dr. tested me for Vit D and found me deficient 17 she prescribed 50k units Vit D once a week for 12 weeks. I retested at 25. I now take 1k units D3 per day and levels stay normal. Most important my scalp psoriasis cleared up an my RA has gone into remission for 3 years now! Natures Bounty D3 1.000
 7/24/2015 , cookie |  Age: 65-74 |   On supplement for 1 to less than 2 years |   ," Condition: Cancer , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","had 1/3 of intestons  removed due to cancer & had only a 5 for vit.d .I took 50,000 un. for 2 yrs. now it's only 17 now. I now take 50,000 un. 7 daye a day . is that safe?"
 7/22/2015 , MSBuster |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","My Neurologist prescribed that I take 1000 units of Vitamin E twice a day. I was getting ready to take my morning dose today when finally I realized that this was the only thing that had changed in my vitamin and prescription intake! My hair has been falling out for about 3-weeks now to the point that I had to cut my hair in the front to make bangs. I barely have any hair left to make bangs. My doctors did NOT take into account the Calcium supplements and my one day multiple vitamins also have v,itamin D included. I have stopped taking vitamin D as of today and will post a follow-up about this in a couple of weeks."
 7/22/2015 , Cheryl |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition:  , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I'm now taking 50,0000 unit of vitamin D. I take it one time a week for kidney disease. I had no idea that it has that much to do with my health. Now I'm A Happy Camper. Very Satisfied."
 7/15/2015 , Karanne |  Age: 55-64 |   On supplement for 5 to less than 10 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Had painful aches/spasms in upper thighs/buttocks. Dr did vitD test, resulting in low 15. Started w 400 iu, had stomach aching within 15 minutes, so I took w meal, no problem any more. Then took 2x day, w food, no problem for 800iu, which was dr recommendation. Crazy thing for Dr to prescribe 50,000 iu. Just buy your own supplements and ramp up. My muscles felt good again in a few weeks. After a year of 2x day, 400iu, I took a cousin's 1000iu pill, while visiting her. Had odd pulsing at back of ,brain for a few days, but then adjusted and took this larger dose for years. With eating less yogurt fortified w Vit D, I began 1000iu 2x day, but often forgot to take 2nd one. Trying one pill now, 2000 iu. It makes me very sleepy after 2-3 hours, so I will wait to see if this eases up. Will take w evening snack.  A yr ago, I was outside ea day doing yardwk, so thought I didn't need to take the pills. After 3 months, my muscles were aching again. for the person who mentioned Vit D""3"" (not Vit D2) needs to be noted as the correct version...Vit D3 is the only supplement in the stores now, for the past 7+ years. Someone told me that the prescription version of 50,000 iu is Vit D2, plant based. Again, ramp up w smaller amounts. D3 is the one that is preferred after studies."
 6/4/2015 , ARCAL-K2 |  Age: 35-44 |   On supplement for less than 1 month |   ," Condition:  , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","DEAR SIR,LAS MONTH I HAD CHACKED MY BLOOD ,FIND LOW VITAMIN D LEVAL 11.20MG ,I STARED MEDICIN FROM DOCTOR,I REQUEST YOU HOW LONG ME SUFFERED THIS MEDICIN,I HAD DAILY USE 625MG CAPSUL THIS ENOUP OR CAN I INCRIESS MEDICIN DOESS,PLZ GAUIDE ME..."
 5/26/2015 , bpjj |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I was diagnosed through blood work that I am vitamin d deficient so my doctor put me on a once a week pill for 3 months. It is a green gel but I don't have it anymore to tell you the strength. Two weeks into taking this I am having severe pain in my hips and somewhat down my legs toward the front of my shin and it is causing me trouble/pain with walking and pain while sleeping at night, pain while just sitting in a chair. the hip pain is the worst. I took it for 4 full weeks before I realized th,at it was the only thing I added into my diet. I stopped taking it a week ago and the pain is subsiding somewhat but I hope it goes away fully because it is very severe and I've never had such pain before. "
 5/19/2015 , jcorri1aol.com |      ," Condition: Other , Overall rating 2.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",My lips are cracked and bumpy
 5/15/2015 , XxRagexX |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Osteomalacia , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","ERGOCALCIFEROL [VIT D2] 50,000 unit capsules is working to relieve the pain I was experiencing in my bones. No occult side effects experienced as of yet."
 3/30/2015 ,  Age: 55-64 |     ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Vitamin D is a hormone. This article states it it is a vitamin. It is referred to as a vitamin because they body cannot make it on its own, like all other hormones."
 3/29/2015 ,  Age: 35-44 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 3/26/2015 ,  Age: 55-64 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","If you're having gum problems - check your vitamin D. Get your vitamin D to a therapeutic level - 50-100. Every one is an individual - some may need more D3 to reach these levels.  I take 5,000IU twice a day with food.  I assure you, vitamin D does support the immune system and prevent colds and flu etc... healthy immune system will fight off diseases.  I take 5,000And don't forget the Gut Flora - sugar is our enemy - not cholesterol. Sugar causes inflammations and inflammation causes disease.  ,Exercise - just get moving... Kirkland - 5,000IU -  vitamin D3 twice a day with food - your body and gums will thank you..."
 3/11/2015 , Daileybar |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I live in upstate NY and work from 2am-10am under florecent lights and when outside during the day use alot of sunscreen as I Am a redhead Irish woman. So, was not surprise to find I had a Vitamin D deficency. My doctor gave me a prescription for 50,000 units of Vitamin D2. Had no problem with taking it but cost not covered on my prescription plan. So, looking for an affordable alternative, I spoke to my pharmaceist and he recommended an OTC. I did alot of research and found the Spring Valley br,and at Walmart. I take 5,000IU daily and have had no problems. Ingredients are soybean oil, gelatin, glycerin and corn oil.  I have also notice a decrease in my waist size (pants fitting loosely). Did a little more research and found that belly fat starts to ""melt away"" when you get the correct amount of vitamin D3. I will stay at this maintenance level as it seems to work for me and my blood tests are showing that I am now in the normal range."
