dates,details,scores,reviews
 8/8/2021 , Dee |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I started taking this daily every morning for a week. At first I feel better, more energized and focused. A lot like my old self, but then today makes day 3 experiencing nose bleeds. It only last about 5 minutes and its over. I do not know if its caused by this or not, so I will not take it no longer and see the nose bleeds stops. I am 50 yrs. old and I do not ever have nose bleeds, and my blood pressure is perfect.  "
 7/24/2021 , Roger |  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Fatigue , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I suffered a very deadly hemorragic brain stroke about two years ago at the age of 70. Before the stroke I had been in excellent health. My Doc said I was born with a thin artery in my brain that split. I recovered almost fully but for the fatigue that began each morning after being up for 4-5 hours. That fatigue increased minute by minute until it would put me in the bed for an hour nap around 3:00PM. I was having to plan both my business and personal life around this daily exhaustion. I saw se,veral MD's including stroke experts seeking relief but no one had an answer. When traditional medicine had no answer, I searched for a non-traditional answer and heard about rhodiola. I began taking rhodiola compounded by Pure about 5 months ago. I am both surprised and grateful that a ""ROOT"" has given me my life back. I now go about my day with the same energy I had before my stroke. Who would have thought?"
 12/13/2020 , naw |  Age: 35-44 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Once per day full dose, first thing in A.M. with 8+ ounces of water.  Helped stabilize, and benefited me in many ways.  I am far, far healthier now than when I began taking this, and Rhodiola has played a subtle and/or noticeable role in several aspects.  But it depends on what you already take to decide if it's good to add this, because it might not be.  Do your research."
 8/4/2020 ,  Age: 25-34 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","This seems to reduce my anxiety and help my concentration. Some days my anxiety is so bad that I cannot get much done and this helps counteract that. It does cause a minor amount of nausea 30 minutes or so or so after taking it, but it is worth the overall improvement to my mood. I wouldn't want to drive right after taking it though."
 3/7/2020 ,  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Fatigue , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I not haved a conection with this product, but i not used for increese the pain in my body , i take about for three weeks, i not take  about 5 days , is filling more better, tell me  is cause is this product . "
 2/14/2020 , Anne |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Fatigue , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I have been suffering from some insomnia and also lack of sleep due to upstairs condo noise so have been unable to get enough sleep at times which messed up my sleep schedule. The effect on fatigue was immediate - noticed much better energy and not tired the first day I took rhodiola. I have only been taking it for a few days but it has been amazing how much it helps me. I tried other things that didn't work at all.
 10/20/2019 , jjw |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Fatigue , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I am so bummed.  Rhodiola works great when it comes to improving with energy, but I am allergic to it.  Within minutes after taking it, I get very uncomfortable sniffling, headache and scratchy throat. "
 2/11/2019 , jsheps14 |  Age: 25-34 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have only been taking this supplement for 3 days now and I have already noticed a huge difference. Its like a weight off my shoulders. I'm less stress, less anxious, and am I able to deal with situations much quicker and more effective. I haven't been experiencing stress related head aches, or worrying about everything I can't control. Really life changing. "
 2/2/2019 , Silverhair |  Age: 55-64 |   On supplement for 1 to less than 2 years |   ," Condition: Fatigue , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I want to thank the poster who posted:  Reason for taking: Fatigue 8/25/2015 10:31:50 AM  Super Rhodiola 500 mg by Solaray  I am taking 1000 mg. a day  I have fibromyalgia and am hypothyroid. I also have a resistant body. I have dealt with a significant amount of depression and lack of energy (partly because my body stopped uptaking my synthroid and I am in transition with Armour Thyroid, still not stabalized).  When I had my last cholesterol check I was not taking this product. I've been taking, it for over a year. I just had another cholesterol check and wondered why I've had the fantastic outcome when I've been eating junk food. I really thought it would come out poorly."
 10/21/2018 ,  Age: 55-64 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have been taking rhodiola for over a year.  It works great for reducing general anxiety.  If I go longer than two days without it, I get an inner jitteriness and feelings of doom.  I have noticed no side effects.  I take it twice a day.  I take no prescription meds."
 9/19/2018 , Rhoda |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Fatigue , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I decided to give Rhodiola try because I have been very fatigued from intestinal problems and very stressed for various reasons. 1st day I took Rhodiola, I was very nervous and jittery, and was unable to fall asleep. I had to take something to go asleep. I took Rhodiola for 3 days to give it a try but felt same way so on 4th day I took 1 pill in a.m. and none mid day. I felt worst than the previous days. I am going to stop taking Rhodiola for a few days and try again. "
 9/8/2018 , hhhhh |  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I can not take antidepressants and have found that Rhodiola rosea has literally saved my life a few times. Sometimes I feel a little jittery on it but in general I have had very few side effects. I am presently taking 340mg/ day with 3% rosavins.
 9/6/2018 ,  Age: 35-44 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Anxiety caused by another illness led to me jumping at the slightest sound. Take rhodiola complex once a day before breakfast (took two to start with) and symptoms recede. Even though I now don't feel I AM worried about my illness, the sound sensitivity repeatedly returns a month after stopping rhodiola supplement, my conclusion is that it must work then."
 3/6/2018 , John |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","After a few days of use I got steady headaches, major neck pain/soreness & very high blood pressure. I never felt any increase in energy."
 12/28/2017 , TiggerST67 |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Fatigue , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have low energy and sleep issues.  I have not been taking this but a short time, I already am seeing improvement. I have not noticed any side effects, although I have read that dizziness and dry mouth are possible when taking this."
 11/19/2017 , John |  Age: 25-34 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Rhodiola rosea is a highly effective stress reliever and therefore also an anxiety reliever. This remedy is highly beneficial and very safe. 
 10/8/2017 , LaNell |  Age: 75 or over |   On supplement for 1 to 6 months |   ," Condition: Fatigue , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",The first day I bought a bottle I took one at lunch and could tell the difference before 5PM. And now I can definitely notice when I've forgotten to take it in the morning.
 9/19/2017 , J.T |  Age: 25-34 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Had trouble with sleeping, felt stressed 24/7 and low energy during daytime. In the recent months.     Started using 200mg Rhodiola (containing 6mg Rosavin, 2mg Salidrosiden)     For me it works very well. Noticed the effects pretty much from the first day (Been using it for 3 weeks now)  Don't feel on edge anymore, feeling rather calm and much more at peace. Awake during the day. and sleeping has improved a lot.     Very pleased with this herb.    Can recommend it for anyone under lots of stres,s. give it a try! "
 7/27/2017 , Life is easier |  Age: 65-74 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I was introduced to this product by the sales person at the Healthy Living section of my grocery store.  Right at that time I was having a severe PTSD attack.  There was immediate relief, my breathing was easier and my heart rate went down.  For me it has been especially helpful with stress and anxiety, normally I only take it when I am stressed.  However, I believe that I will begin taking it daily for  awhile for increased energy and to improve my sleep.  I sent some to my daughter a couple of, weeks ago, her husband is on deployment and that, with the stress of finals was pushing her to the edge.  Her results have only been positive, better sleep, more energy, and far more focused for her school work.  She told me that it would be one a day for life for her."
 3/29/2017 ,    On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 2.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I liked the way it helped me feel more awake and alert during the day. At night I'd fall asleep just fine to wake 2 hours later unable to sit still, get comfy, sleep ect.  Completely restless. 4 days straight of that until I stopped taking them. Took 2 days from the last one for me to be able to start sleeping again. My husband said I had more energy but I was more WAY irritable. Not worth it."
 2/18/2017 , Ssrtip |  Age: 35-44 |   On supplement for 5 to less than 10 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I've actually been taking it since 2012.  I truly have not gotten sick.  I'm able to focus and not get completely stressed.  If I do feel stress I take two.  I have actually have had less sinus infections too.  So I've been taking this for 5 years. I did go to the Dr and he told me to stop taking it.  I lasted 2 days.  The medicine they gave me I had all the side effects.  It helps my anxiety, anger, stress, focusing and overall health.  I take Nature Bounty. "
 2/2/2017 , drewstar |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I decided to try rhodiola capsules to see if it helped with anxiety/mild depression. I found that I became a bit more stressed, and it felt like my heart was beating really fast. I do not know for sure if the rhodiola caused this. In my experience it felt like the capsule was having the opposite effect of what I was looking for."
 9/19/2016 , bstew |  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Fatigue , Overall rating 2.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I tried rhodiola for a week but felt nervous or uneasy. I waited a month and tried again, same thing.  It's hard to describe the exact feeling. There was some increase in energy but not worth the odd feeling rhodiola caused."
 7/14/2016 ,  Age: 25-34 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Thanks to the book ""Cured by Nature"" a great read, I discovered this herb and am quite satisfied with my experience so far. I take 500mg in the morning and it has helped so much with my productivity during the day (executive functioning skills, work, focus while reading) and I am doing yoga/meditation at night to help prepare my mind/body for bed an find the balance of having extra stimulus in the morning (herb w/ coffee an a relaxing evening routine to serve my wellness in a positive way."
 5/27/2016 , emma |  Age: 45-54 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I'm in my 50 with menopause problems and a stressful job . After one sleepless night gives me the energy to go through the day and have a clear mind for my work. Taken now for 8 months and feel good with it.
 5/21/2016 ,  Age: 19-24 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 5/16/2016 ,  Age: 55-64 |     ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","This worked wonders for me..was suffereing from PTSD and calmed my anxiety, it also was great for sleeping...I used a tincture of 15 drops morning and night...felt the effects in 2 days...I did not give it 5 stars because after using it for 2 weeks it doesn't seem to have as good an affect.."
 2/17/2016 , sandykmac |  Age: 55-64 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I had lost my joy in everything.  Inside, I felt empty.  I started with 100 mg twice a day and when that bottle ran out, I purchased 500 mg and I've been taking one per day in the morning.  After 1 month, I could feel a difference.  Coming up on 6 months and I have my joy again.  I'm enjoying music and movies.  I'm able to do my workout DVDs that I used to enjoy.  I see improvement every day."
 1/21/2016 , CEW67 |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I started suffering from overwhelming general anxiety due to perimenopause.  Rhodiola was recommended by our local heath store, and I was immediately pleased.  No side effects so far, easy to use, and not too many pills (as sometimes happens with herbs).  Totally recommend."
 11/27/2015 , FDS Nutrition LLC |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Fatigue , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",It actually worked well but the effect was not long lasting. I would have liked for it to last longer.  
 11/12/2015 , Ninja |  Age: 45-54 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Helps with my energy level and mental clarity. This worked when prescription drugs did not and does not cause the ""electric shocks associated with prescriptions like Buspirone or Lexapro. "
 11/7/2015 ,  Age: 35-44 |   On supplement for less than 1 month |   ," Condition: Fatigue , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I started with this supplements 4 days ago,after reading all benefits , I work doing inventory and deal with lots of numbers , I was pretty tired and finishing my day with headache and stressed , after 4 days I felt calm, no more  pressure in my head and less tired, it help me a lot with my daily task and help me with my mental fatigue . "
 10/12/2015 ,  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I started taking Rhodliola for stress relief when under significant stress at work, and it is helping tremendously.  Improves my mood, and my outlook, and I am less nervous and anxious.  Works great for me, and I haven't noticed any side effects at all.  I recommend this treatment enthusiastically.  "
 9/25/2015 , Emeraldgal |  Age: 25-34 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","In the first few days of taking this drug, I felt more anxious than before. Continued taking it because I felt less fogged and more focused. I've now been on this drug for almost 2 weeks and now my mood has stabilized and I feel a consistent sense of calm. "
 9/23/2015 , machinusx |    On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Helped my breathing when having asthma problems. Amped up my happiness. Made me less anxious.
 9/10/2015 , Joseph  |  Age: 13-18 |   On supplement for 1 to 6 months |   ," Condition: Fatigue , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",This is just the best herb I ever tried in my life. Helps me focus well. Helps me with stress and depression even insomnia. It gives me a lot of energy even when I'm on sleep-deprived. I'm 18 years old. And I have been in stressful life styles and this herb helps me with all my stress (:
 8/25/2015 , x |  Age: 19-24 |   On supplement for 1 to 6 months |   ," Condition: Fatigue , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Unsatisfied with the medical advice of ""wait and see what happens"" regarding my chronic fatigue, I did extensive literary research and came across this promising little herb. I've been taking a  300mg capsule with breakfast daily and have found it keeps me alert for longer in the day without the 'buzz' of caffeine. It helps me feel normal again. I feel it also helps anxiety, seasonal depression and a low libido. For people who feel drained this can help, but I'm not sure it would add much to som,eone who's already healthy. Downsides: it is expensive, and studies suggest not exceeding a 1000mg daily in-take, so be careful if you're buying the herb loose. More randomised control trials investigating its efficacy would be great too."
 8/8/2015 , Fit&Happy |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I tried taking Rhodiola after researching stress, elevated cortisol levels and adrenal fatigue.  After three days of starting Rhodiola, Holland & Barrett's own brand, my mood elevated, I feel unexpectedly happy, energised, more alert & the odd bloating I had been experiencing disappeared. I teach exercise - various cardiovascular & resistance activities - my endurance & recovery time has also improved. "
 8/7/2015 , carlady1150 |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I began taking Rhodiola after being diagnosed with polymyalgia and fibromyalgia.  Taking 5mg prednisone daily also.  Felt so much better while taking, however, after about 3 months continued use, started itching badly, especially in morning around face.  I stopped taking Rhodiola, and it went away.  So disappointed!  Has anyone else had this side effect?"
 7/26/2015 , MPD |  Age: 55-64 |     ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I've used this  for more than a year. It has improved my mood and energy levels and has helped me with better mental focus. When I stopped using Rhodiola Rosea I definitely noticed a negative change. 
 6/27/2015 , MeTaLcIcC |  Age: 25-34 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Depression, fatigue, insomnia, high cholesterol and blood sugar level, big belly fat, (Hashimoto auto immune thyreoiditis?), PCOS, anxiety, PANIC ATTACKS, very big stress (pseudo Cushing?), arrythmia, and my environment had enough from my allday screams, nervousness and infinity complains and asking for help. Many doctors tried to help me in many ways, in vain, since several years!!! Now, thanks to Rhodiola (Now~s product) the world seems to be a better place. Yes, on my face there are since i t,ake it lil red bumps, but its okay.  People say, im a better person now. And im loosing weight, what was impossible because of PCOS, my neck was way thicker because of my thyreoid glands. (I take also natural organic green tea and dont eat charbolhydrates after 3 pm by the way.)  I take daily 2x500 mg of this capsules, in the morning before breakfast and before lunch. Sometimes i take the second later. Better mornings! Better start of the day!  Even if i take it later, my sleep wont suffer it badly! But we all react different, keep in mind. I have ambitions again, its unbelievable! I take it now since a month. I can recover from stressy situations very fast!! I never in my life could take stress, and it seems like, thanks to rhodiola, i can bear it now. "
 6/10/2015 ,  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Fatigue , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have been diagnosed with Sjogren's. I was introduced to Rhodiola to help address horrible fatigue I was experiencing. Rhodiola did help but after taking it for 2 weeks I experience my hands trembling,and instablity in my gate. I researched side affect with my medications and could not find any answers why this was happening. I wish I could figure this out because Rhodiola did help with the fatigue.Has anyone else had these side effects?  "
 5/11/2015 ,    On supplement for less than 1 month |   ," Condition: Fatigue , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I recently began taking 500 mg of Super Rhodiola, made by SOLARAY. I immediately noticed that I was less fatigued, but I also discovered that if I didn't take the supplement early in the morning, I had difficulty falling asleep. I also wish to report that this supplement causes me to have outrageously weird dreams!  At first I thought it might have this reaction just on me, so without telling my daughter of the dreams, she tried a capsule   ONCE.  The following day I told her about my crazy drea,ms, & she said that she had them also!  Therefore, I am not the only one that this root supplement affects in this way."
 4/9/2015 , ShellyB |  Age: 19-24 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I was finding my final year of college very challenging between the work load and my own living arrangements. And finding life quite difficult to cope with for many other reasons besides. I went to my local healthfood shop and pityfully begged for ANYTHING to take the edge off.  This worked so well that I actually reccomended it to several people since. You won't walk around with a huge smile on your face, but you will be able to cope with life much better. I think it's wonderful and a much bett,er option if you want to go the natural route."
 2/27/2015 , Abesnake |  Age: 65-74 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I am 70 yrs. old, and in excellent health. I have tried everything organic and/or pharmaceutical to correct my ED. Nothing has worked, and most pills are very expensive. I was told at my health food store that Rhodiola would help correct this problem, and add energy to my gym workouts. I started taking 500 mg. daily. I got an immediate positive result. I am now able to function successfully, and pretty much at will. I now take 500 mg. morning and evening, and I experience no side effects. I high,ly recommend its use for ED.  "
 2/10/2015 , xyzabc1 |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 3.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I took this hoping it would improve my energy level associated with mild depression.  Instead it resolved the residual anxiety I had and made me so chilled out that I couldn't get anything done!  I will cut back the dose and change the schedule I'm using and see if that helps.  Seems like a good product if your depression is stress-induced, or if you have anxiety issues."
 1/30/2015 , figgy dowdy |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have adult ADHD and Bipolar 2. The (prescription) treatments I have been given felt like I'd been given a T-shirt and shorts to get through an Alaskan blizzard. My underlying system just felt ravaged with age and coping for all this time (I wasn't diagnosed till age 43). I couldn't cope, there was nothing left in the tank.     I came off the prescription meds and started doing things to get my thyroid working, the cortisol down and generally get my system working for itself again. Vit C, B Com,plex,Vit D,Magnesium, Rhodiola Rosea and lots of hiking in the cold clear air of the countryside. My energy levels and coping mechanisms are getting better and I do feel like my system is healing. The downsides are, I don't sleep enough really, I get a strange hour of anxiety/paranoia in the late evening (some days) and I sort of blank out one or two negative people in my life which is probably good in the long term but in the short term its bad for keeping the peace in my environment (and lets be honest, do these people give a damn if their behaviour affects your health?). So all in all a positive experience though I will have to take a break in the future to catch up on the sleep. "
 12/25/2014 , machx |  Age: 35-44 |   On supplement for 6 months to less than 1 year |   ," Condition: General Health And Wellness , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 12/8/2014 , ebie |    On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","all positive, clears my thinking, more energy, amazing--have tried many meds, supplements, by far this has been most effective"
 11/16/2014 , gramasnow1 |  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 11/3/2014 ,  Age: 45-54 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I have had no negative side effect from taking it and I have been taking it for almost 2 years. My energy level is much better and the night sweat are much less. Take it with maca root and they work well for me. I am very satisfied with the results. Most importantly it is natural.  
 11/1/2014 , shar |  Age: 55-64 |     ," Condition: Fatigue , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",increased energy.... bonus...lost 18 lbs in 4 months
 10/28/2014 , Cathryn S |  Age: 45-54 |     ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Liked what it does to help fatigue. Had to stop when I found out it affects serotonin levels.  I take Imitrex for migraines and discovered that the potential for serotonin syndrome is increased with a medication like this. Also, I discovered that rhodiola is dangerous when taken with other antidepressants that affect serotonin levels. Web MD should research this and report it. "
 10/17/2014 ,  Age: 25-34 |   On supplement for less than 1 month |   ," Condition: Fatigue , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Slight increase of energy in taking Rhozhiva though I have developed a rash of several red and white tiny bumps on my face.  Neve having had a skin condition before, the unsightliness definitely outweighed the small benefiT of the supplement."
 10/3/2014 , Charlie |  Age: 45-54 |   On supplement for 5 to less than 10 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",This is a tried tested and true form of help for depression anxiety stress energy cortisol balance used by the Chinese and the Europeans for more than 2000 years also the Brand I use is NOT listed below Rhoziva 100% Pure Rhodiola Rosea Extract Canadian Grown and sold
