dates,details,scores,reviews
 10/18/2022 , Mike |  Age: 65-74 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I was in a deep depression  4 years ago and tried anti -depressants that made me feel much worse. After I gave them up I decided to try 5HTP and it helped me enormously. I took 100mg a day up until about a year ago, when it suddenly dawned on me that I had not l needed it for a long time. Starting and stopping with 5HTP needs to be tapered. I built up from 50mg to 150mg over a couple of weeks and after a couple of months dropped back to 100mg. When I stopped a year ago I took over a month of  de,creasing doses and missing days to reach giving up.
PS I had problems with your stars but my rating was excellent on all points"
 10/9/2022 , raye |  Age: 45-54 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I take it on and off when ever I feel like I've been down in the dumps for a week or if I need to be in a good mood for something...it does take a few days to kick in but did and does work... 
 9/12/2022 , zener777 |  Age: 35-44 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 1.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I took 5-HTP in a 200 mg dose before bedtime for two days (5-HTP Plus 200mg + Vitamins C & B6). On the second day in the morning I began to have muscular spikes in parts of the body that I had never had, such as the left forearm and even much worse in the four -legs of both legs. These spasms made me difficult to walk well since they were very annoying. I am an athlete, practiced southern and I perform weightlifting regularly. The experience has been very unpleasant."
 9/10/2022 , Burnsy |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I took this product to help me sleep.  It backfired and energized me.  I sat up in bed like a lightening bolt.  Nine months later, my sleep is impaired from it.  5HTP interacted badly with the serotonin in the anti-depressant I was on.  It should not be sold over the counter.  Drug interactions are problematic.  I hate 5 HTP as it caused so much harm."
 9/3/2022 ,  Age: 35-44 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I believe 5HTP should be tried BEFORE antidepressants. I have been on anti-depressants since I was 14. I've attempted suicide 3 times. Last time I was maxed on 2 different kinds. For a year now I have been taking 5HTP and find it to be far more EFFECTIVE. If I forget for a few days I might get down again but I reach out to family and I talk myself down. I could not/would not on anti-depressants. The only side effect I have had is if I take it on an empty stomach. Absolutely feel like this has sa,ved my life!! "
 6/17/2022 , Mary |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Within 10-15 mins of taking I started getting stomach cramps and very bad nausea. I vomited and had to lie down. Missing out on work time and wish I had read possible side effects first. Never again. 
 5/30/2022 , Local Hippie |  Age: 19-24 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Great hangover cure for psychs 
 5/30/2022 ,      ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","My son became angry and moody after losing his dad (he is 39), so he started taking 5-HTP and he calmed down after 3 days of taking this and encouraged me to try it due to the depression which caused anxiety after losing the love of my life of 45 yrs!  Although I grieve and assume I will always (its only been 3 months since he passed) this 5htp had help a lot with the depression, I'm noticing more energy.  "
 5/16/2022 , kitty |  Age: 19-24 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","So I went through years and years of Zoloft, Citalopram, Effexor, Doxepine, and Mirtazapine since I was 16 (I'm nearly 25) All of them had some horrid anxiety side effects, except for the Mirtazapine,but I still didn't feel myself even when taking the Mirt. Anyways, I started looking into natural supplements, and came across the 5 htp. I took the first dose  and IMMEDIATELY felt relief I didn't feel with any of the meds.wow. wow. Wow. I instantly felt motivated. Happy. Wanted to talk !!  My hear,t still palpitated a bit and some stomach discomfort but that's better than feeling hopelessly depressed right? However, I accidentally took 200 mg in the afternoon because I thought each capsule was 50 mg  not 100 mg. In the afternoon I felt like throwing up, rapid breathing, muscle pain, shivers , (serotonin syndrome ?? Maybe?? ) Thankfully I had a secret benzo Stash and could placate the symptoms with a Klonopin. 
But I still won't give up on it. I just think I could have avoided the crisis by reading the instructions and taking a smaller dose to start. I want to feel the relief again when I took the 100mg. Hopefully I can get my hands on a 50 mg. 
Anyways, I'll keep you all updated! "
 5/5/2022 , Cindy Mindy  |  Age: 25-34 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Took for anxiety and depression as an alternative to taking prescription medications...it's only been one week. I stopped taking and then the night after I stopped taking kept having lucid dreaming all night, also kept waking up. And wierd lucid dreaming, not totally unpleasant, thankfully, but I could remember every dream I dreamt and I literally woke up and felt like I had not slept because I could remember everything and that was particularly disconcerting. I will be speaking with my dr tmrw., Oh, on a side note, it was the day after I stopped that I had a few glasses of wine so not sure if it was interactions. Also, I would get super drowsy on them when I took during the day, so would only take one at night. I still would like to try just exercise, scheduled sleep and no drinking for awhile to see if that will help with anxiety and depression more than taking supplements. Side effects included headaches all week, as well as nausea if I didn't eat with food. There should be more studies on, I am now too nervous to take more at the moment. "
 5/4/2022 ,  Age: 45-54 |     ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",52 yo ... take 100mg at night and my sleep is MUCH deeper. I haven’t slept this good in a long time. Sleep does the body and mind good! Yay! 
 4/27/2022 , PriceyPearl |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 3.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have only been taking 5-HTP from two shops in UK (Healthspan and Holland & Barrett) for a few weeks, not sure yet whether it helps with sleep problems, my main reason for trying it.  I wonder if the people complaining of side effects such as diarrhoea are reacting to the other supplements added into the tablets/capsules, I note that both these UK brands have added magnesium and B vitamins?"
 4/19/2022 ,  Age: 35-44 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",When I first started taking 5-HTP 100mg at hs for mild depression I had nausea and stomach pains (great for weight loss) but always a happy mood.  The side effects subsided after a few months of taking it.  Now I take 50mg a day and am so pleased by my positive mood.
 4/14/2022 , Zymood |  Age: 35-44 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Keeping in mind, when rating my experience its to create awareness of what could happen when you take this with anti-depressants, as I have. My body reacted very harshly and with in an hour of taking the 5-Htp I was violently Ill throwing up, After throwing up and being unable to physically function for a few hours, I was naturally lethargic and left with a hostile headache. Please do not use this while on other medication producing serotonin, its no walk in the park, and just stupid. I learned ,the hard way. "
 4/7/2022 ,  Age: 35-44 |     ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I first tried 5-htp when I found myself feeling down and unable to make myself get up and do my ADL’s my first born had just left for the military and I was having separation anxiety. It was my next oldest son who pointed out to me that I was being snappy and irritated and all that I dis lately was sit  and sleep. This took me by surprise and made me analyze my behavior and do some research ?? I came across the 5-htp, so I purchased some over the counter since it was my first time using it and I, work in the medical field  and we use a progressive introduction to any new drugs or supplements, I took less than the suggested dosage and it worked great, instantly my mood was better, I had more energy though and I read that it is supposed to do the opposite so I am glad that I took a lessor dosage. I only take 1 100mg tab and during the day instead of night as it gives me energy instead of making me sleepy ?? also I am not currently taking any other depression or anxiety medications! I also don’t use it everyday but only once I start to notice a significant drop in my mood that might be triggered by something else"
 2/3/2022 , Romy |  Age: 25-34 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have been using 5HTP for over a year now and it has helped me so much! I use it to treat my overal mood and anxiety. It took about 2 weeks to feel the difference but I feel so much better since. I feel overal less moody and generally happier about small things in life. My interest in socialising has returned and also my creativity. I take 100mg a day(before bed), for over 12 months now and have never experienced any side effects. "
 1/25/2022 , Jak |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 2.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Made me vomit and awful nausea  I am a person who rarely vomits. 
 11/18/2021 , SandyCee |  Age: 45-54 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have been dealing with depression for most of my life, been on nearly every anti-depressant there is. I had given up. I was severely depressed, angry, rageful, and mean. Decided to give 5 HTP a try, but I was quite skeptical. Within a week I was feeling better than I had felt in years! The darkness had lifted, I wasn't MEAN anymore or driven by anger. I felt like getting out and doing things. I could talk to people without biting their heads off! This stuff really worked for me. Saved my life;, I was very much on the brink."
 11/8/2021 ,      ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",It has worked for me.
 11/5/2021 ,      ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Took for about 2 weeks and it did help with anxiety and ability to sleep. Then started to experience some fatigue, muscle spasms in legs and palpitations and irregular heart beat. "
 10/25/2021 ,    On supplement for less than 1 month |   ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have been taking antidepressants for years to calm my anxiety. I just started taking 5 HTP and it has had a similar positive effect as an antidepressant but much more mild, without the unpleasant side-effects that usually come with an antidepressant. I have felt more calm and clear-headed. I have been having trouble sleeping, not sure if it's related. "
 10/21/2021 , Stuart |  Age: 65-74 |     ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",More effective than citalopram for boosting mood.   Didn't do much for me for inducing sleep
 10/18/2021 ,      ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I felt safe with this supplements 
 10/14/2021 ,      ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I will highly recommend this.
 10/11/2021 , #LUVTennis |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Let me first write - there are several different types of 5HTP on the  market...be sure to read the labels carefully.   My original reason for trying 5 HTP (again) was to help me get some zzz's at night - nothing else was working, so I grabbed an older bottle that I purchased from CVS (generic brand).  The first night I took one with my Melatonin and slept better, at least when I woke up at 1 AM - I did go back to sleep.  When the CVS bottle ran dry, I went to the local Vitamin Shoppe and purcha,sed  5HTP, but this one contained Phosporous (the first bottle did not) in addition to 5HTP and B6 - well, let me tell you this one KEPT ME AWAKE all night and I had the feeling of restless leg syndrome.  I ended up taking 1/2 tab of Motrin PM every 2 hours to try and get some sleep.  Talk about being a Zombie for work!  The CVS label said it will produce drowsiness and help with sleep...the Vitamin Shoppe did not.   My takeaway READ the LABEL on each bottle before deciding which one is needed, not all 5 HTP's are equal.  I tried the VS version twice now and same results each time.  I have since gone back to the cheaper version (CVS) and will stick with it.  Good luck to all who are trying to figure out their individual problems...I just want some good quality sleep!   "
 9/8/2021 , Dereck lotsle |  Age: 25-34 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have taken 5-HTP for a while to help with my ADHD. Completely gone! You have to take really small amounts, like 30mg (max) of 5-HTP, then take it with  50mg of venlafaxine, which is an snri. So as the 5htp increases seratonin (in small doses), the venlafaxine prevents some seratonin from reabsorption, allowing seratonin to build up in the brain. Most effective treatment yet!"
 8/19/2021 , Sandy |  Age: 19-24 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 2.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I took these vitamins to help with ADHD. Worst mistake! I have been nauseous to the point where I can’t even drink water without it upsetting my stomach. This is my third time taking them, I wanted to give them a chance and I can’t anymore. I immediately started shaking and sweating after taking them this last time. It felt like I was going to pass out. 5-htp makes your drowsy and does have negative side affects.   Please do research before taking them. Serotonin is good for your body but too mu,ch of it can lead to medical health problems. "
 8/6/2021 , Bran |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","The overall effect  for me was a lifted spirit. I was more motivated, also more positive  minded"
 6/14/2021 , Katie |  Age: 25-34 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I took my first 2 pills last night to help me deal with stressful life events. I have had the side effects of nausea and drowsiness and still feel them 17 hours later. I did feel the serotonin increase as relaxed muscles and that relaxed feeling i have at night just before sleep, but I overslept by 2 hours and still got mildly stressed and burst into tears in a confrontation this morning. Since I am in good health and still find moments of happiness each day, I'm thinking of waiting a dsy or two, and then trying one more pill to see what happens. After reading about side effects and contamination, I'm not sure the risks are worth it for me. I already slept well anyway. "
 5/1/2021 , Blueskies |  Age: 35-44 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Was given 5htp for sleep by my doctor who told me it increases melatonin. Insomnia was causing anxiety & I had a severe adverse reaction for 2 months on it. I should have researched prior as I can't tolerate serotonin increases and my doctor knew my history with ssri's. The worst mental side effects & withdrawals and I continue to experience numbness in body parts and now depression 2 months after. There should be warning labels on these supplements esp since they aren't fda approved. I wish I n,ever touched this garbage."
 4/30/2021 , JF2021 |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Obsessive-compulsive disorder (OCD) , Overall rating 3.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have dealt with mild OCD for over 50 years, and believed that the side effects from the pharma ""cures"" were worse that the problem. This lead me to try 5-HTP. Overall, I will say that dosing at 100 mg daily reduces stress levels, which stops me from starting the patterns that lead to the OCD ""continuous loop."" I have also had better, more refreshing sleep. If I take the capsules on an empty stomach, then I have horrible gastric distress; taking it with a fairly large meal OR one that contains ,a lot of fiber helps considerably. This is worth a try if you have ingrained, stress induced habits that you want to break."
 3/10/2021 , Aliveinthedance |  Age: 35-44 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 1.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have a tough time with SSRIs, and tried 5HTP on my doctor's advice.  The first week was AMAZING, and I felt better than ever.  By week two I was overly emotional, and by week three crying over everything and getting severe heart palpitations.  Tears and palpitations went away immediately upon discontinuing.  I was disappointed as I really wanted this supplement to work.  Depression after stopping was increased, and it took quite a awhile to bounce back.  I was lucky and had a supportive doctor, to walk me through this- don't use this supplement casually, and be very mindful in changes that you experience.  I'm glad it works for some- it seems effective for short term depression for some people"
 10/10/2020 , Kaye |  Age: 55-64 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I've been taking this product for a while off and on. I took it a few years ago and my family/ friends all commented that they noticed a positive difference in me. I noticed a difference within 3 days. The negative self talk and impulsiveness moved to the background then disappeared in a few weeks. I have no negative side effects except they make me sleepy but since I have trouble sleeping I guess that's really a positive too. I just take them about 7 pm.
 8/15/2020 ,  Age: 35-44 |     ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Amazing supplement!! Effectively raised my seroyonin levels and practically eliminated depression and anxiety. Works better than pharmaceuticals and causes no side effects or addiction. But it's VERY important to get a good quality one. Don't buy supplements from Walmart or Wallgreens or such places because they sell junk full of toxic garbage that will hurt your health and sanity (but hey, it increases corporate profits and that's apparently the most important thing in America, where toxins are, legal to help the bottom line for corporations, even if it damages your wellbeing and sanity. That is the kind of morally bankrupt unintelligent system we live in). Buy the highest and purest quality you can possibly find. No fillers, no toxins, no additives, no junk. I am pretty sure that most of those who reported negative reactions here, was because they took low quality junk full of toxins (either that or they are paid by  Big Pharma to rubbish on alternatives)   High quality 5-htp is a gift from heavens and one of the most effectice ways to increase serotonin and balance neaurotransmitters. Other ways being diet, sleep, reduction in stress, listening to your heart and doing what truely brings you the deepest joy (not what society/family expects you yo do and not necessarily where the ""job security"" is)   and most importantly - love and resolution of traumas, which are VERY common and are the root cause of most psychological disharmony in our insensitive unaware immature brutal society.   One more th8ng that helped me enormously in coming out of depression and learning to love myself was the writing (and videos) by Jeff Foster and Matt Licata. They are both on facebook and slso have blogs. Deeply insightful and touching and helpful and intelligent and compassionate writings with deep insight into the human condition and suffering. Very highly recommended!   Good luck friends! Please always listen to your heart first and foremost and always love youself! You are precious! "
 5/16/2020 ,  Age: 75 or over |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Took for about 2 weeks and it did help with anxiety and ability to sleep. Then started to experience some fatigue, muscle spasms in legs and palpitations and irregular heart beat. Stopped taking and symptoms resolved."
 2/10/2020 , Assynteach  |  Age: 65-74 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I take 5HTP to help me sleep.  I have always had difficulty maintaining a normal sleep pattern, ever since my early teens, which is when I first also had the depression that has affected me from time to time ever since.  After having a form of MS some forty years ago (undiagnosed at the time, but a symptom pattern which exactly matches current diagnostic criteria) I now have fibromyalgia which severely affects my sleep,’pattern’ leaving my often unable to sleep for as much as 28 hours at a time., Even then when I do eventually manage to sleep, I may wake again after only 3 or 4 hours before another long period of wakefulness. At other times I may crash out and sleep for 14-16 hours at a stretch. It’s not the pain of fibromyalgia which presents sleep, though that doesn’t help. It’s just that I seem to have a completely muddled sleep ‘pattern’.   I also have very frequent migraines, often daily for periods of up to several weeks. Though, fortunately, the symptoms are largely controlled by preventative treatment and tablets taken at the onset, I find the only way to recover is to sleep,for a few ours, thus further disrupting me sleep.  I therefore take 3 x 50mg capsules of 5HTP each night which has allowed me to cut my prescribed sleeping tablet in half. I can’t say it always works, but it has still made a huge difference. When it does work I can feel it. I gradually become noticeably drowsy and — providing I do nothing to over-ride it like moving around too much or reading/playing Patience (U.S. ‘Solitairr’ I think) on my iPad  for too long and then take my sleeping tablet I usually have no trouble falling asleep.  It sounds very ‘belt-and-braces’ to need both the 5HTP and the prescribed sleeping tablet, but, mostly, without both sleep is very elusive and I’m awake for my usual 26 or so hours again. 5HTP at least gives me some measure of control, allowing me to at least be awake during the day, such natural pattern as I have tending to sleep from 4 or 5am to afternoon."
 2/4/2020 , kcladyz |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","been on antidepressants for 6 years. replaced them with 5HTP and immediate results better than prescription drugs in managing depression, anxiety, insomnia, temperament, mood, I am no longer the mean girl.  i get mean with stress  and this has changed my life"
 2/4/2020 , kcladyz |  Age: 45-54 |     ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I am weanig myself off of antideptessants and find 5-htp is better.  Antidepressants helped with my sleep  but i was still always irritable, mean and stressed at work. Now with 5htp once at night an donce in the morning. I am in a good mood, not angry and annoyed all the time, and i am functioning better at work which no antidepressant has been successful at doing"
 2/4/2020 , Haisley |  Age: 13-18 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Ive been taking 200 mg of 5-HTP at night for about a month and have found that i no longer struggle with falling asleep every night. I also have noticed a change in my mood during the day, im less likely to get angry and am generally happy. It has also decreased my appetite by a small amount, but no weight loss."
 1/31/2020 , Anonymous123 |  Age: 25-34 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","2 weeks 100mg in the evening -> 3. week 200 mg, 100mg Morning and evening -> 5. week 300mg, 100mg Morning, mid-day and evening. I'm using a Product not listed. 100mg + Vitamin B6    I have very serious Depression amd Anxiety, I'm not able to work, I can't do my housework and literaly every little thing requires me to fight for it. Including my Hygene, I rarely leave my apartment.    A few days into 200mg my mood is noticeably better. I started with 300mg today. It's very subtile so far, things a,re still hard for me and I still have to fight. But I have the energy to do little things step by step. I'm able to leave the bed and clean up. I'm hoping for another noticeable improovement in a few days at 300mg (Might be more satisfied than 3 Stars after that). I'm sleeping a little bit better and feel better in the morning.    If I feel like I need more medication I will start with a low dose St John's-wort. I read through the studys and the mechanisms and consider the risk for Serotonin syndrome very, very low.    Side Effects: Slight Diarrhea and movement in my stomach from time to time. But nothing too bad.  Vivid dreams (A plus for me)  Slight drowsiness, I might change to 100 mg Early and 200 mg in the evening."
 1/22/2020 , ProfNKB |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I experience occasional bouts of panic attacks and depression relating to childhood trauma. Am basically a positive person but when it hits, it hits hard. Recently, I tried 5-HTP and within a day the symptoms   were essentially gone - the difference was as evident as night and day. One note: I learned only to take it in the early evening with dinner. I get a decent night's sleep (if I wake up I just go right back to sleep). I stopped taking it in the morning because I found I wasn't getting much, done, although my mood felt normal and good I just didn't have much energy. But, even taking it at night I still feel a decent amount of calm during the day. It did bother my stomach a bit so I take it with food and usually empty a small amount from the capsule for a slightly lower dose. Still works great and I am so grateful for it!"
 1/16/2020 , silk4stars |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Weight loss , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I just started and feel extremely full. BUT I do not suffer from depression and I am a happy, relaxed person. The second day in I began crying at the drop of a hat. I would suggest being very careful if you usually have high serotonin levels & no depression symptoms. 100mg Finest Natural"
