dates,details,scores,reviews
 7/26/2020 , Jerry |  Age: 65-74 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Thins blood, although not enough. No affect on arthritis, cholesterol, or blood pressure that I can see. No gastric issues or allergies."
 12/1/2017 , Shootsketter |  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post", using Kirkland Krill 300 mg one time day one month started out great no bad wait period. Second 30 days just started I have fatty liver high cholestrol my bowels are light in coler and more often than ided like. some shooting pain in my eyes  even with dry eye meds not to bad today went to eye DR. Good news I have RA and fiber. it has improved no need for tramadol for two nights I'm hanging in here until my lab work maybe it the brand or dosage
 11/9/2017 , Sandy |  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",have been taking for a couple of months but in the last month of it I experienced fluid building up in my ears mainly my left ear and fluid trapped in the middle ear.  went to med clinic and was given antibiotics and allergy meds and Mucinex and it abated for a couple of days then after those doses it returned.  Stopped taking Mega Red 3 Krill Oil a few days ago and no more fluid in the ears and can hear again.  Very frightening to know you can't get rid of something in your ears.
 10/8/2017 , gradtaai |  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition:  , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I am 71 and don't take any other medications. I have had problems with high cholesterol and high blood pressure. After reading here and other places that it might help with blood pressure ( I was 161/90) I tried 500mg a day for a month. My blood pressure is now between 130 and 139 over 80. I have upped to 1000mg a day but so far after 3 weeks haven't seen any more improvement. 
 5/12/2017 , PinkElf |  Age: 55-64 |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Reportedly, Krill oil has a better effect on bad cholesterol than fish oil does. I take the Mega-Red 500 mg X-strength Omega-3 formula with Astaxanthin and DHA, by Schiff. My cholesterol numbers are now down one point above the normal range. I also take prescription Zetia, 10 mg, and no more Statins. And... last but not least, fortunately Krill oil doesn't keep me burping a fishy taste all day; ughhh!"
 3/31/2017 , kat |  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition:  , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I wasn't aware I was only supposed to take my Krill for 3 months.I took it for 5 months which caused my blood to thin pretty bad, and my bones were accelerated with the thinning out with my osteoarthritis.Hopefully since I stopped taking it my bones will rejuvenate.I noticed just before I did stop my hands were sore as if they had been crushed."
 2/7/2017 , LisaS |  Age: 45-54 |     ," Condition: Other , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",switched from regular fish oil to Krill oil combined with a low carb diet and cholesterol decreased 60 points.
 1/29/2017 , theo Mann |  Age: 55-64 |   On supplement for 6 months to less than 1 year |   ," Condition:  , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Went on 300mg krill oil cause I couldn't tolerate statins. Cholesterol  is good but stomach issues persist. Belching, bloating, loose stools, heartburn. Didn't realize it was the krill oil till I was told to stop 2 weeks before a colonoscopy and all symptoms went away. Will try to go back to fish oil."
 1/10/2017 , ursula |  Age: 75 or over |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",just a warning that I replaced my statins with Krill oil and 6 months later at doctor's check-up my cholesterol had shot up and I was put back on statins
 12/12/2016 , Sdrz |  Age: 35-44 |   On supplement for less than 1 month |   ," Condition:  , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 7/28/2016 , Larry |  Age: 55-64 |   On supplement for 2 to less than 5 years |   ," Condition: General Health And Wellness , Overall rating 2.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 6/10/2016 , proudmom2 |  Age: 35-44 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","was taking it for better health...2 weeks after taking this was near my period time...i been having spotty to light periods for awhile..not normal...well after taking this krill oil my period started normal and stayed for my 4 days no spotting...before i would spot then light period now my last 2 periods since taking this helped my period didnt know it was gonna help me in this way...i guess my body was lacking in something.making my period not normal..so if it working for me on my side of perio,d might work for someone else.."
 6/7/2016 ,  Age: 65-74 |   On supplement for 1 to less than 2 years |   ," Condition:  , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",After taking krill oil all sciatica problems gone and cholestral levels reduced.
 4/28/2016 ,  Age: 65-74 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",It's a no brainer and works - I started using it for dry eye but look at all the other things it will help with.
 3/22/2016 , Mimi |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 3/17/2016 , Daya |  Age: 65-74 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",No side effects
 2/14/2016 , PursuitofHealth |  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Take krill oil for cholesterol issues.  Now in acceptable range after taking it for 6 months.  Did have indigestion at first but solved that by keeping it in the freezer and taking capsules in frozen form.  That was recommended by a doctor for medications causing gastro issues. 
 1/23/2016 ,  Age: 55-64 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","All of cholesterol levels,HDL,LDL their ratios greatly improved while taking this daily.I never had to start on statins with all those side effects! Did not notice any improvement in my arthritis symptoms. Still had joint stiffness,swelling and achey pain."
 1/2/2016 , Megan's Mommy |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition:  , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I started taking Krill Oil supplements 30 days ago. My LDL is down 30 points, HDL is up 12 points. Blood pressure has stabilized as well. Unless you're allergic to seafood/shellfish, it's better than taking dangerous statin drugs. Statins: Permanent liver damage, kidney damage, weakened heart muscle, permanent nerve damage in arms and legs, increase in colon cancer, suppresses the immune system, linked to rapid, thick cataracts.  "
 12/21/2015 , Cmooreblessed |  Age: 35-44 |   On supplement for 1 to 6 months |   ," Condition: Premenstrual syndrome (PMS) , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I started taking Krill oil a few months ago. I take one 500mg Central Market Krill oil pill daily. I began taking them for general health reasons and was pleasantly surprised to notice that my severe emotional pms symptoms have disappeared for my last two cycles. I still have breast tenderness and head aches but the severe emotional effects I have experienced with my cycle for years have completely gone. 
 10/13/2015 , Slg |  Age: 35-44 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I went to the vitamin store looking for a joint supplement to help with my psoriatic arthritis which left me in so much pain. The sales staff recommended Krill Plus, 1085 mg of omega 3. I take you gels in the morning.  I have only taken  it for a month but the results are amazing.  I had no pain head to toe. All the inflammation from my psoriasis and the arthritis went away, it even started clearing the psoriasis on my legs that had spread 3 years ago.   As an added bonus, my acid reflux went aw,ay and my heart palpitations stopped.   I also dropped one pant size!!  Not to mention ladies, I am premenopausal and it keeps my mood stable and I don't have night sweats! Maybe my experience is different than most but this product has changed my life and I am more energetic and happy!  I have started to give it to my teen kids!  It took about a week before I started noticing a difference.     The only side effect that I have noticed is a slight burp about 1min after taking it that all I can compare it to is a very mild tuna fish flavor but it went away immediately.   I hope this helps someone. ...you have to be patient .     I didn't see the one I use in the drop down but it is from Vitamin World...it's their brand!"
 9/29/2015 ,  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","started taking 500mg, twice daily, of krill after doctor wrote two different, failed prescriptions for hypertension. after one month BP went down from 140/95 to 118/75 (averages). Also take crestor for cholesterol and triglycerides. anxious to get next lipid panel done to see if it helps there as well."
 9/3/2015 , ken |  Age: 75 or over |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 2.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I have only taken mega red krill for 2 days. It has caused my stomach to be upset and caused a lot of gas and groweling. I am stopping until I talk with my Dr. tomorrow.
 7/21/2015 ,  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: General Health And Wellness , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 6/25/2015 , Tigerusmc |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I've had high cholesterol for several years and it's genetic. I eat right and exercise regularly, but have still had high cholesterol. I also have high blood pressure which is also genetic. I started taking Krill oil (1 gram a day or 1000 mg) because I've heard good things about it and I thought was a better alternative to Fish oil-- Fish oil always gave me bad indigestion and burps. After 3 months I had my annual physical with blood work. My cholesterol went down by 30%, my blood pressure also ,is now within the normal range (from 150/80 to 120/40). The only problem I have is that it causes excess flatuation which is REALLY BAD. I think I'm going to cut back on the daily dosage to help this problem, but even if it doesn't, the health benefits greatly outweigh the gas I have (maybe my wife wouldn't agree)."
 6/10/2015 , Margaret3150Comcast.net |    On supplement for less than 1 month |   ," Condition: Other , Overall rating 2.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Side effects from Krill Oil
 5/25/2015 , Mike |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",It eases my pain in my joints
 5/22/2015 , pete |  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Hard to tell effectiveness
 5/15/2015 , erex01 |  Age: 45-54 |   On supplement for 5 to less than 10 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I am not bothered by any of the listed side effects, and I believe this helps keep my blood levels in check. I would strongly recommend this to anyone as it seems to work well for me."
 5/12/2015 , Isabel kyle |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Rheumatoid arthritis (RA) , Overall rating 2.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I take krill daily and alarmed at the dizzy spell and my heart is noticeably out of rythem.  Also I feel as though I cannot get enough air.  I take krill for small vessel  desease.
 3/31/2015 , viva labs |  Age: 65-74 |   On supplement for 2 to less than 5 years |   ," Condition: General Health And Wellness , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 3/31/2015 , gizmo |  Age: 55-64 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Cholesterol and triglycerides down dramatically.
 3/30/2015 ,  Age: 65-74 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have been using krill oil to try to lower my cholesterol without the use of statins.  The results are mixed.  It appears to raise my HDL, but does little to lower the LDL. My HDL was already high.  It just raised it still higher.  "
 2/25/2015 ,  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Was using Fish oil for several years with no side affect; but heard Mega Red krill oil was better and I then began taking Mega Red and within a week had an itchy rash all over my body.  After reading the other reviews, I believe it is time to go back on fish oil!"
 2/2/2015 , oily |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Took this for just under 1 month I have sticky blood. I felt that I had lots more energy than before however they did upset my stomach and gave me the trots  also lots of gurgling in stomach so had to stop taking them .what a pity. I took vitabiotics ultra krill oil advanced omega-3, 500mg capsules, 1 per day."
 1/23/2015 ,  Age: 45-54 |     ," Condition: Other , Overall rating 3.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Krill Oil does many things to help us.  I use it for skin, arthritis, high blood pressure, etc.  I should back off from time to time in case I need a surgery.  However, it makes my joints feel good, my skin gorgeous, my blood pressure readings lower.  I have had a bit of digestion disruption.  So, for me maybe every other day of taking the Krill would suffice.  Krill also helps your brain and to ward off cancer.  Don't be afraid of it.  I'm 50 and female and fearless.  Hope you have a great day!, "
 1/19/2015 ,  Age: 75 or over |   On supplement for 1 to 6 months |   ," Condition: General Health And Wellness , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 1/16/2015 ,  Age: 55-64 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Cholesterol was 267 before, 201 now.  Triglycerides was 401, 148 now.  No side affects.  Diet and exercise has remained the same before and after starting."
 1/12/2015 ,  Age: 75 or over |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 1/7/2015 , B |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition:  , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 1/3/2015 , Pegaries |  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have only been taking  Mega Red Krill for the past 30 days. Going next week for my blood work. My last colonoscopy revealed a mild case of diverticulitis. Dr. recommended to stay on a high roughage diet and I have and did not had any problems relating to the diverticulitis. I am now experiencing problems with diverticulitis. Concerned that it could be a side effect possibly from interaction with calcium and also pro-biotic. So, I have chosen to withdraw from all of the above and possibly reint,roduce them, one at a time beginning with Krill. Also, will be reviewing these concerns with my Doctor in a few weeks. I plan on giving WebMD an update.         My Brother has been taking krill for the past year and the Dr's were thrilled with his blood work. They reduced his cholesterol meds, and may eventually recommend Krill as a replacement. "
 12/30/2014 , tvRich |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 3.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I've tried (krill & fish oils) twice now mainly to lower my high cholesterol which in fact did work for me during dosing.    That being said, if you have IBS, like me, I recommend not to take Krill (or fish) Oil.  Once 5 years ago and again this last month. Both times with the same outcome.  (500mg at first then 300mg once daily)    Major Stomach and Bowel issues. Made me go #2 almost 20 times a day. My stomach felt like it was turned inside out with greasy puss oozing out of my bum consistently,. So much gas that I could probably run a natural gas generator. One night I counted approximately 1440 flatulents in a 9 hour period. That was one fart every 30 seconds for 9 hours strait. No Joke. (Everything back to normal two days after stopping this madness)"
 12/30/2014 , Westwind |  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Have been taking MegaRed Krill oil for 48 days.  After two weeks, I noticed a big improvement in my arthritis symptoms.  Lower back pain and stiffness are gone. Am walking without pain again. Difficulty in getting up and down on floor and getting in and out of car are also gone. Was taking Aleve to relieve symptoms.  Hardly use it at all now--just once this week after an all-day stint of house cleaning, including washing kitchen and bathroom floors. Started taking krill oil after my doctor sugge,sted trying fish oil to help with arthritis.  So far seems to be helping a lot."
 12/28/2014 , Csongs |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",The osteoarthritis in my knee no longer bothers me at all. Very happy with this as a treatment. 
 12/21/2014 , StrangeDoc |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 2.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have been taking ""Krill Oil"" off and on now for about 2 months. I have stopped taking it all together now because of a very strange side effect. The side effects I have experienced are gout flare up (feet and ankles) other joints and back pain within 3 to 4 day of taking the Krill oil. My doctor  advised me to stopping it as the effects are not normal."
 12/16/2014 , Allme |  Age: 75 or over |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 11/16/2014 ,  Age: 65-74 |   On supplement for 6 months to less than 1 year |   ," Condition: General Health And Wellness , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 11/8/2014 , Debra |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Saw a commercial advertising MegaRed Krill oil. Been using about 4 mo. now. My blood pressure is lower than it has ever been and I hope my cholesterol is down when I go back for check up. I really believe this is working for me.
 11/1/2014 ,  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Feeling tired nd lethargic .
 8/29/2014 , TRKR |  Age: 25-34 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",i hope krill oil
 8/23/2014 , Gene |  Age: 35-44 |     ," Condition: Other , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I must be allergic because 15 minutes after I took the first pill I was freezing with chills.  chills lasted about 2 hours. took a few days to feel normal again.  Odd though because I eat shrimp often and have no ill reaction.  
 7/19/2014 ,  Age: 65-74 |   On supplement for 2 to less than 5 years |   ," Condition: General Health And Wellness , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 6/15/2014 ,      ," Condition: Other , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Whole Foods Market does not sell it for a reason. It is not sustainable. 
 5/14/2014 ,  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","My arthritis was significantly reduced - however, my husband started having heart irregularities and he had to stop taking it."
 5/1/2014 , Damilola |  Age: 13-18 |   On supplement for less than 1 month |   ," Condition:  , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",My sister died
 4/30/2014 , Disissy |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I don't feel so stiff in the morn.
 4/24/2014 ,      ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 4/21/2014 , J. |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Lipid panel in normal range but having allergic reaction with hive like rash all over the body and having what feels like light electric charges in legs. Time to quit.
 4/20/2014 ,  Age: 45-54 |     ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I started taking Krill Oil for hot flashes and night sweats due to menopause. After two weeks it was very effective.
 4/13/2014 , Suzie |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Worked well for cholesterol-went down 20% in two months of 2500 IU per day.  What I did not expect was to wake up with severe pain and stiffness in all my joints after taking it for two months I am stopping as this is not normal.  I am finding others with the same experience of Krill and then new joint pain!!
 3/26/2014 , Chris |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","iHave arthritis in my knees,and taking pain killers every day,within 4days of using king krill I no longer need pain killers,I am amazed,wish I knew about it sooner."
 3/21/2014 , crissy |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition:  , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have been taking 1500mg of Krill oil for just over a week, I have previously had severe swelling in my hand,ankles and knees, for the last 2 days i can walk so much better , I am finally getting to see my knee caps , the swelling in my hands is virtually non existent,and only after 1 week, i look forward to more results. I just can't believe it works so well, I'm sold on it now, Healthy Care Krill Oil Higher Strength.I just can't believe how good it is. 1500gm"
 3/20/2014 , Smokin |  Age: 25-34 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 2.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","in my experience after 6 days, I have constipation!!  The pills are two big. Butt cheeks are numb after a nights sleep?   "
 3/16/2014 , Bklyn walker |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Suffering with hip bursitis and inflamed Achillies tendon for several years, limping around, putting my left sock on so difficult. Been on Krill oil and evening primrose supplement for about 2 1/2 weeks and the difference is remarkable. Pain is reduced by about75 percent, range of motion increased substantially. I am amazed and will continue taking it, hopefully after a few months Inflammation will disappear. This is the first thing of many things I have tried that actually helped.  I use Mercol,a. Wow!"
 3/11/2014 ,      ," Condition: Other , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I have an allergy to shellfish and stupidly didn't make the association with krill oil supplements.  It was only a few days after taking them when I was really very ill that I made the connection.  So my strong advice is that if you have an allergy to shellfish don't touch krill oil supplements. 
 3/3/2014 , don mark |  Age: 75 or over |   On supplement for less than 1 month |   ," Condition:  , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","after taking krill oil plus 500 mg for 2 weeks red spots appeared around my neck and front of my chest. Is it possible I have and allergy to this product. I also take 20 mgs rabeprazole,sandoz telmisartan80/12 mg apo rosuvastatin 10 mg. meloxicam 15mg along with centrum for over 50ys. would any of these counteract with krill?"
 2/14/2014 , stardust |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",After 2 months of taking Krill Oil along with my usual 20 mg of Crestor ( which IVe taken alone for over 2 years never reducing levels below 215 ) I'm happy to report my last test came in at 155
 1/28/2014 , toptoes |  Age: 75 or over |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I have only taken 2 tablets and will not be taking any  more. I took one after breakfast on day one and got bad indigestion same on day two.I think there should be a warning that this might happen.
 1/26/2014 , Willow |  Age: 45-54 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 2.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I am only into my third month, so I don't feel I can say if there has been any noticeable changes I decided to give them a try as I've just started the menopause, have arthritis/ cramps/ circulation problems,although I'm not overweight I have gained two stones in the last four years as my exercise level as declined due to painful joints and pms problems.i also  have depression. I will finish my third month of supplements and review my situation again then."
 1/26/2014 ,  Age: 75 or over |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",HAPPY TO SAY CHOLESTEROL DECREASED 30 POINTS IN THREE MONTHS
