dates,details,scores,reviews
 1/22/2022 , Mike |  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I had a nasal airway passage opening operation back in 2013 and since then two side effects have been plaguing me. Post operational allergic rhinitis and nostril pain due to repeated inner infections which made cleaning nasal passages a painful experience. 
About 2 months ago I started taking Hydrosol Silver (colloidal) 10 ppm by spraying a few times into nostrils and throat daily. 
Problems solved!"
 1/18/2022 , Yechidah |  Age: 55-64 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",When I’ve been around ill people or feel a slight sore throat I put a dropper full under my tongue and a few drops into each nostril and it makes me feel much better. I also use it in my Nebulizer to prevent or quiet flu or respiratory illness. 
 1/7/2022 , Ayla Mamutoi |  Age: 25-34 |   On supplement for less than 1 month |   ," Condition: Sinusitis , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have been brewing my own silver for over 5 years. I still have yet to turn ""Blue"" LOL I have cured so many sicknesses in people and animals,  from Pink eye to Flus with colloidal silver. Staph infections gone within a day, parvo in puppies that vet said was hopeless, cured.  My son had a nasty rash all over his body and the doctor wanted to put him on steroids for 1 week, we went home, took 1 8oz glass of silver and within 20 minutes the rash was gone. Same with his pink eye sprayed it every 3,0 minutes and bam gone by dinner time, he had it bad too. I have so many stories..... I have cured sinus infections, what I assume was Covid because the time frame and how sick we all were. "
 1/7/2022 , Mithun Sadhukha |  Age: 35-44 |   On supplement for less than 1 month |   ," Condition: Sinusitis , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I was covid19 positive. By taking only CS within 2 days I got well, after that I suggested in same conditions many of my contacts and it works same effectively as worked mine. "
 12/11/2021 , Bridget |  Age: 65-74 |   On supplement for 10 years or more |   ," Condition: Sinusitis , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have used colloidal silver for well over 30 yrs. for me as well as my pets. 10 ppm liquid form is the optimal strength to use. Extremely effective and very safe for many applications. I swear by it and I don't believe a single word from the CS critics at all. I also have recommended CS to my family, friends and co-workers for years...they were shocked at how fast CS works and are extremely pleased. Zero side effects. "
 10/16/2021 ,  Age: 55-64 |     ," Condition: Other , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Its a bullshit cult related product. Dangerous to your health.
 8/19/2021 , Ex CS user |  Age: 25-34 |   On supplement for less than 1 month |   ," Condition: Sinusitis , Overall rating 2.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","At small doses it reduced phlegm.  However anxiety, dizziness, and insomnia started up after 4 days. It's been several days since my last dose and I feel terrible still. Would not recommend"
 7/24/2021 , Ruth |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Sinusitis , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have an infected bursa on elbow that doctors feared would enter my whole system. They put me on cephelaxen IV every morning for 5 days in ER. No improvement and I got sicker and sicker. They stopped...now worried that the antibiotic was causing a colon destroying illness!!  On day 6 at home I started a shot glass of silver 3 x per day and used a comoress of silver gel on the elbow. Within 24 hrs I had huge relief. No more nausea, no diarrhea (I'd had explosive watery diarhea!) no fever and pai,n and heat relief in the elbow. Amazing! No more prescription antibiotics for me ever!!! "
 7/15/2021 ,  Age: 25-34 |   On supplement for 1 to less than 2 years |   ," Condition: Sinusitis , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I suffer from autoimmune disease and begin taking CS as well as Lypo Spheric Vitamin C whenever I can feel my body begin to get bogged down or that I'm fighting something. I've been doing this for a couple of years now and probably about 9x out of 10, my body bounces back before coming down with a full blown illness which is a significant improvement from when I used to take no preventative action."
 7/14/2021 ,      ," Condition: Sinusitis , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 6/9/2021 , Silver Shield |  Age: 75 or over |   On supplement for 6 months to less than 1 year |   ," Condition: Sinusitis , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I use this Gel or sometimes the Liquid which ever I have available in my cupboard., for any skin infection or tooth infection.. I have found it  to be excellent.   "
 7/16/2020 , Steve |  Age: 45-54 |   On supplement for 1 to less than 2 years |   ," Condition: Sinusitis , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I work as a chemical engineer applying potable water disinfectants for use in healthcare facilities and silver has been used for decades to treat domestic how water systems in hospitals.  There's efficacy data available on the CDC website.  When used correctly, it works very effectively against various microorganisms.  "
 5/13/2020 , dave sr |  Age: 75 or over |   On supplement for 6 months to less than 1 year |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",i have used for a year now it works for me and i will continue to use it !!!
 3/18/2020 , Anna |  Age: 25-34 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 1.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I used it for Lyme disease for months. It's useless and expensive.
 3/13/2020 ,  Age: 45-54 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I have Hashimoto's disease and take levothyroxine. Colloidal silver through my thyroid levels into a roller coaster ride. Evidently it can affect the absorption. Dance the elevator
 2/23/2020 , Alchemistixpobe |  Age: 65-74 |   On supplement for 10 years or more |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Used to kill super bug
 2/5/2020 , Spoonful |    On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Have given this remedy to about a dozen people and every single one says the same thing - as soon as they start taking collodial silver, the symptoms go away"
 1/27/2020 , MAP |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I have had a small (diagnosed) basal cell carcinoma on my leg for 15 years. Topical use of colloidal silver is shrinking it fast over the last 3 weeks.
 1/17/2020 , Central Virginian |  Age: 55-64 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 4.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Use for candida, vaginal yeast infections, colds and flu."
 12/26/2019 ,  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","From colds to ear infections ,even fixes in 2 to 4 days otoconia where antibiotics failed for 3 months . Friends all had flu for 2 weeks 2 days and good as gone ..... Highly recommend it and best of all you can make it in 8 hours with pure silver and pure  water and 20 V power supply . I have Been using this years now and it is amazing ."
 10/13/2019 ,  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Our dog contacted kennel cough so I started to treat him with silver by putting it on a piece of bread  his cough diminished right from the start and within days was gone. So now I take a teaspoon every morning   lol 
 7/2/2019 , Throttler |  Age: 45-54 |   On supplement for 10 years or more |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","The article starts out saying that there are no known uses for silver, but then in one small sentence afterwards says How does it work?    ""Colloidal silver can kill certain germs by binding to and destroying proteins.""    Big Pharma hard at work...    "
 7/2/2019 , mel377 |  Age: 35-44 |   On supplement for 10 years or more |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I make my own at home, and for friends that have the flu and other illnesses doctors can't seem to cure and you would normally keep for weeks, silver and other immune building natural products knocks out in 2-3 days max. Just have to know what to take! I love the medical industry saying it doesn't work and has no proven facts, LOL .. people that take it ARE the PROOF it works! We are WELL and not giving Dr's tons of our hard earned money! Believe what you want ..."
 2/13/2019 , Chuck |  Age: 65-74 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",This has relieved me of joint paint. 2 Tablespoons twice a day. 
 1/14/2019 ,    On supplement for 6 months to less than 1 year |   ," Condition: General Health And Wellness , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 12/31/2018 , ldm |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","i had a terrible poison ivy/oak rash all over my body (face, chest, hips, thighs, and arms/hands).Treated by MD with prednisone injection plus orals and topical cortisone plus Aveeno baths. After two weeks, I developed what I believe is a fungal infection which was worse than the rash. I felt like my skin had been removed and i had immense swelling to my hips and thighs. i gained 7 pounds of fluid and could barely walk. I could only sleep with Benadryl. bc of the holidays and weekend, i couldn't, see my doctor until Monday. I was so desperate and thought it was fungal, I looked for some Lotrimin but couldn't find any in the cabinet. I did find some Colloidal Silver 10ppm that my husband had bought a couple of years ago. When he bought it, I was highly skeptical but I sprayed it on in desperation due to the pain and irritation. I used my forearm as a test site.  In ten minutes my forearm was clearer and I sprayed it again. I walked the dog for 15 minutes and the rash on my forearm was gone. I sprayed it on my shoulders, hips, thighs, and knees with relief in about 30 minutes. Of course, the swelling has not subsided in this immediate period but, I am confident that it will be gone soon enough. I left my chest unsprayed as a test and it continues to be red, swollen, painful, and itching. Even though WebMD has poo pooed colloidal silver, my personal experience is that it has saved me from the pain and suffering I experienced after following doctor's orders. And, please know, I don't dislike doctors or have an axe to grind. My father practiced medicine for 50 years and my brother and niece continue the family tradition. I just know they don't know everything. "
 11/28/2018 ,      ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Works for everything. Eye redness, cuts, stomach flu, any kind of infection, sores (with DMSO), stopping a cold, canker sores, staph infection, ear ache, etc. I use it for almost everything without poisoning my body with anti-biotics filled with unknown ingredients that can have bad side effects including death.     Don’t pay attention to the medical industry saying CS is bad. It’s been around for 2,000+ years. It’s inexpensive and safe. The SCARE tactics of turning your skin blue, is just that,, a scare tactic.  Skip the pharmacy, save thousands, and use CS."
 10/30/2018 , Jerry  |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I had Bells Palsy and took 1 oz. Per hour of a 16 oz. Bottle and I could see the difference within hours.  It was amazing.  Steroids just caused weight gain.  I made a full recovery within 3 weeks.  I would swear by this stuff!!!
 10/21/2018 ,  Age: 45-54 |     ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I am considering blocking WebMD entirely.  When it comes to biology and chemistry there are known facts that cannot be disputed. The article states: "" How does it work? Colloidal silver can kill certain germs by binding to and destroying proteins."" Then goes on to state there are no know uses for CS.   To have what is considered a reputable medical site mix truth and lies because they prefer to have the government's approval over the health of their readers is disturbing at least and irresponsib,le at best.      I know several uses WebMD.  Here are just  a few examples of how I use nanosilver and the successful results I experience.     I used CS on my cat's facial abscess and it healed in the course of 5 days with no outer intervention, no surgery or drain tubes   Not only did the wound completely heal and the skin grow back but the HAIR grew back as well.  Anyone with pets knows this doesn't happen when surgery and FDA meds are involved.     I have sinus issues from time to time. I use the silver and in 24hours the pain and swelling go down and in 3-5 days I an completely well. Everytime.      I use it on my neighbor's dogs, two labs who get ear infections, and in 12 hours the inflammation is gone.      My point is I know it works.     I'm frustrated to find the ridiculous statements in this article dissuading people who might otherwise be able to form their own opinion as well.  If you aren't allergic to silver, ask your doctors before hand if they have objections to you trying it on something simple: a inflamed cuticle or skin abrasion. I guarantee your doctor will say ""it's not going to hurt you to try"" and then you will see first hand the amazing quality of silver in the biological environment.  My doctor actually uses the silver water I make her.    As far as WebMD goes, you should be ashamed.  The article is so contradictory because you can only word a lie so many ways before the truth becomes apparent."
 10/3/2018 , Army1957 |  Age: 55-64 |     ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Diverticulitis. Better within hours. Although, I used Pico Silver from Dr Carolyn Dean."
 9/5/2018 ,  Age: 35-44 |     ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I was skeptical at first since I’m a biochemist but after working in evil ass big pharma, I decided to try it on my dogs skin rash that had been ailing her for months and even after antibiotics and steroids it still wouldn’t go away.  I half assedly spray some of the silver on her rash.  The next morning? It was 80% GONE. The next day later with one more light spray it was GONE completely.  Doctors and pharma are dumb.  Listen to scientists and researchers who aren’t paid like me."
 6/22/2018 , loooping |  Age: 55-64 |     ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Works 100% for me!
 5/12/2018 ,  Age: 75 or over |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",some good
 4/10/2018 , Evad |  Age: 55-64 |   On supplement for 5 to less than 10 years |   ," Condition:  , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I use 2 drops in the right eye to treat a long standing intermittent conjunctivitis due to a tick being squeezed in it in the 1980s. The treatment has left me asymptomatic for years now.
 3/28/2018 , shimmyinspector |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition:  , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 1/27/2018 , joe |  Age: 75 or over |   On supplement for 1 to 6 months |   ," Condition: General Health And Wellness , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 1/7/2018 , GPR |    On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",MRSA CONTROLS.....EXCELLENT AND WELL DOCUMENTED
 12/29/2017 , cancersucks |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",why the scare tactics about the blue skin?   that is only if you use an impure non colloidal silver supplement.  What a shame to scare people into using an fda drug instead.
 11/28/2017 ,  Age: 35-44 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",not effective
 10/19/2017 , Neat45 |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition:  , Overall rating 3.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I suffer from severe dry eye after reading the Sovereign Silver worked well for eye infections, I decided to try it for my condition. This is literally my first time spraying it in my eyes and I noticed after about an hour my eyes felt less dry. I will come back in one month to give my final results. Today's date 10/19/17"
 10/16/2017 , Asla |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I had the absolute worst throat ache of my life. I worried it may be strep throat and I'd have to go to hospital. A friend recommended to gargle with colloidal silver, and after 3 hours my throat ache was reduced to about 55 %, and the next day, it was completely gone. The infection started to spread into my chest, which worried me because I have had lung infections that lingered for months in the past, but I kept up with the silver, added 3x 1/2 tsp internally, and after 3 days I was nearly com,pletely recovered. Amazing stuff!"
 7/19/2017 , Max |  Age: 55-64 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 4.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","You say ""Despite promoters’ claims, silver has no known function in the body"" when in fact we do not understand how the body works as a complete system... "
 6/9/2017 , billp |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Cleared up tooth infection in 3 days.herbal healer 500ppm 6 oz of water rinse mouth 4x a day.
 5/26/2017 ,  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 5/16/2017 , Bonnie |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition:  , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I developed pink eye from work, at home I put one drop of colloidal silver in each eye at morning and night, and within one day it completely cleared up. Another success is two friends puppies contracted the puppy Parvo virus, and with the help of colloidal silver, the puppies made a full recovery within 2 days. Cured the feline virus in my cat also.  Too many too list  :)  I would not go without it in my house."
 3/17/2017 , slmags1 |  Age: 45-54 |   On supplement for 10 years or more |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I use Collodial Silver anytime I feel a sore throat or an ear ache coming on. Just a cap full in a glass of water is all it takes and it is gone. I think that as long as you do not over do it, and use it only on an as needed basis you should be fine using this treatment. "
 3/15/2017 , bea |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post","NOT working on bacterial infection in nose, or the flu going around here (Swedish ion silver)"
 3/15/2017 , Bebe |  Age: 45-54 |   On supplement for less than 1 month |   ," Condition:  , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","My 9 year old kid got a severe eye infection in Connection with a flu. We rinsed the eye every third hour first day with a ""eyerinseglass"". Second day we rinsed tree times a day, and the next Days we rinsed morning and night. The effectiveness was incredible. Better than antibiotics.  We used Swedish ion silver wich is 80/90% ionic and the rest particles. I highly recomend this treatment for eyeinfection. (It had NO effect on the flu though whatsoever, not with high doses, silver coctail, inhale, in nebulizer or nosesprey... so silver does work for some conditions NOT all viruses/bacterias)"
 2/18/2017 , Life & Health Research Group |  Age: 65-74 |   On supplement for 1 to less than 2 years |   ," Condition: Other , Overall rating 4.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","One swallow at night works fantastic for indigestion, virtually eliminated all my eczema, and has greatly helped cough and cold by building up immune system ( which I can sense and feel in my body because of more energy )."
 2/14/2017 , Margaret |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I have taken CS for few years now. I usually nly take it when I feel a cold comimg on. After 24 hours I have always felt well again. this year my sinus were bad. I started taking it on a daily basis. I only realised after 2 weeks my arthritis has almost gone. I will continue to take CS everyday now. CS has many health benefits.
 2/8/2017 , rougei |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Had the flu and used Colloidal Silver the gargle in mouth one and it worked wonders. I was not able to keep food down and with the first dose, the next morning and I eating and feeling 100% better.  "
 10/20/2016 ,      ," Condition: Other , Overall rating 2.3 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Was recommended to me by a friend for a cold.  Made zero difference.
 8/30/2016 ,  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",toothache
 5/3/2016 , safemom |  Age: 35-44 |   On supplement for less than 1 month |   ," Condition:  , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I had an eyelid infection (I wear contacts). I also work handling money (check cashing), so sometimes I touch my eyes without noticing. Anyway, I got an eyelid infection and as soon as I felt it, I started spraying it with the small spray my colloidal silver came with.  I spray it as often as I felt it gave me relief and the next day I was feeling better.  I kept using it the next day, so 2 days in total and it went away.  For those who don't think it works, if I ever get this infections, they u,sually last 1 week or more if I try and not touch my eye and keep it clean, that is why I use my colloidal silver I bought from silver living super tyndall effect online. "
 4/9/2016 , nubria |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",skin cancer no contest silver killed it.
 2/16/2016 ,      ," Condition: General Health And Wellness , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",
 1/20/2016 , Steve444 |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",I nebulized with colloidal silver and vitamin C. Both together worked very well and quickly cleared up the bronchitis. 
 1/13/2016 , ALRSK1 |  Age: 45-54 |   On supplement for 2 to less than 5 years |   ," Condition: Other , Overall rating 3.7 ,Effectiveness,Ease of Use,Satisfaction,Report this post",conic cough
 12/27/2015 , invenit |  Age: 65-74 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Healed a tooth infection. Excellent remedy.
 12/11/2015 ,  Age: 35-44 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 1.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",It's just a placebo effect for people who believe anything.
 10/28/2015 , Ali |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition:  , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","After two years of eye infections and being prescribed different types of eye drops regularly with no success, I thought i would try Colloidal Silver and by the second day of spraying into my eyes the problem was gone. i have suggested to many people who have had styes and sore eyes to use silver and all have been grateful for my suggestion   and had great success in healing their eyes. I recently have been using Efudix cream for skin cancers on my nose, and have been spraying silver on a few ti,mes a day and it has healed very quickly. I love Colloidal silver!!  "
 10/28/2015 , Dorothy |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition:  , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post",Pink eye from a makeup liner pencil. Drops every 4 hrs- cleared up in 2 days
 10/21/2015 , Sicknomore |  Age: 35-44 |   On supplement for less than 1 month |   ," Condition:  , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I have been using colloidal silver on and off for 10 years. I have used it on myself and my children. I am always a skeptic until I see proof over time. I have used it on the eyes for conjunctivitis, in the mouth for sore throats and for common viruses and bacterial sicknesses. ""Every Time"" it has done the trick. I haven't been able to find anything else that works like this stuff does. I'm not a follower of the FDA. Look at all the stuff out there that is approved by the FDA that kills people e,very day. Our food here is crap and our drugs are dangerous. Think about it?  "
 9/8/2015 , Pgs |  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","It works. Stops colds, sinus infections or any infection cold. It is also very effective in a nebulizer. You can' target with success."
 8/24/2015 ,  Age: 55-64 |   On supplement for less than 1 month |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","Every time I think I'm coming down with a cold, if I start spraying colloidal silver into my nostrils when I feel the first symptoms, the cold never develops.  I spray it 3 or 4 times a day for 3 days. Each and every time I use it at the first sign of cold symptoms, the colloidal silver has done the job with no side effects. It's great stuff!"
 8/17/2015 , BitsyN |  Age: 65-74 |   On supplement for 1 to 6 months |   ," Condition: Other , Overall rating 5.0 ,Effectiveness,Ease of Use,Satisfaction,Report this post","I was diagnosed with shingles.  I put a colloidal silver salve on the rash 3-4 times a day.  As a result, I got NO blisters and the rash started fading within a couple of weeks.  No itching.  I still had the nerve pain, but was very happy to avoid the painful blisters..."
